book,about_auth
30707063884,"Edgar Rice Burroughs (1875-1950) is the creator of Tarzan, one of the most popular fictional characters of all time, and John Carter, hero of the Barsoom science fiction series. Burroughs was a prolific author, writing almost 70 books before his death in 1950, and was one of the first authors to popularize a character across multiple media, as he did with Tarzan s appearance in comic strips, movies, and merchandise. Residing in Hawaii at the time of the attack on Pearl Harbour in 1941, Burroughs was drawn into the Second World War and became one of the oldest war correspondents at the time. Edgar Rice Burroughs s popularity continues to be memorialized through the community of Tarzana, California, which is named after the ranch he owned in the area, and through the Burrough crater on Mars, which was named in his honour.John Green attended a boarding school in Alabama not unlike Alaska's Culver Creek. After graduating from college in 2000, he worked as a chaplain at a children's hospital. His experiences with patients and their families during intense crises solidified his desire to write for teens and inspired him to bring his comic sensibility to a candid novel about the excitement of breaking the rules and the challenge of confronting loss. John now writes for several national magazines, both print and Web-based. He is also a commentator for National Public Radio's afternoon newsmagazine, All Things Considered, and Chicago's NPR affiliate, WBEZ.                        "
30635444094,"Edgar Rice Burroughs (1875-1950) was one of the 20th century's most popular and prolific writers of science fiction and fantasy adventure tales, publishing nearly 70 novels and numerous short stories during his career. Best known for his Tarzan series, Burroughs also wrote eleven novels in the John Carter of Mars series.                        "
30475176799,"Edgar Rice Burroughs (1875-1950) was one of the 20th century's most popular and prolific writers of science fiction and fantasy adventure tales, publishing nearly 70 novels and numerous short stories during his career. Best known for his Tarzan series, Burroughs also wrote eleven novels in the John Carter of Mars series.                        "
30714899388,"Edgar Rice Burroughs (1875�1950) is the legendary author of dozens of novels, including Tarzan of the Apes and The Land That Time Forgot, available in a Bison Books edition. Sean McMullen is one of Australia's leading science fiction and fantasy authors, with more than a dozen books and four dozen stories published. He is the coauthor of Strange Constellations: A History of Australian Science Fiction and is finishing a PhD in medieval fantasy literature.                        "
30686152404,"Edgar Rice Burroughs (1875�1950) is the legendary author of dozens of novels, including Tarzan of the Apes and The Land That Time Forgot, available in a Bison Books edition. Sean McMullen is one of Australia's leading science fiction and fantasy authors, with more than a dozen books and four dozen stories published. He is the coauthor of Strange Constellations: A History of Australian Science Fiction and is finishing a PhD in medieval fantasy literature.                        "
22540083916,"Edgar Rice Burroughs (1875�1950) is the legendary author of dozens of novels, including Tarzan of the Apes and The Land That Time Forgot, available in a Bison Books edition. Sean McMullen is one of Australia's leading science fiction and fantasy authors, with more than a dozen books and four dozen stories published. He is the coauthor of Strange Constellations: A History of Australian Science Fiction and is finishing a PhD in medieval fantasy literature.                        "
30605077548,"Edgar Rice Burroughs (1875�1950) is the legendary author of dozens of novels, including Tarzan of the Apes and The Land That Time Forgot, available in a Bison Books edition. Sean McMullen is one of Australia's leading science fiction and fantasy authors, with more than a dozen books and four dozen stories published. He is the coauthor of Strange Constellations: A History of Australian Science Fiction and is finishing a PhD in medieval fantasy literature.                        "
30668294381,"Edgar Rice Burroughs (1875�1950) is the legendary author of dozens of novels, including Tarzan of the Apes and The Land That Time Forgot, available in a Bison Books edition. Sean McMullen is one of Australia's leading science fiction and fantasy authors, with more than a dozen books and four dozen stories published. He is the coauthor of Strange Constellations: A History of Australian Science Fiction and is finishing a PhD in medieval fantasy literature.                        "
30604881023,"Edgar Rice Burroughs (1875�1950) is the legendary author of dozens of novels, including Tarzan of the Apes and The Land That Time Forgot, available in a Bison Books edition. Sean McMullen is one of Australia's leading science fiction and fantasy authors, with more than a dozen books and four dozen stories published. He is the coauthor of Strange Constellations: A History of Australian Science Fiction and is finishing a PhD in medieval fantasy literature.                        "
30716428230,"Edgar Rice Burroughs (1875�1950) is the legendary author of dozens of novels, including Tarzan of the Apes and The Land That Time Forgot, available in a Bison Books edition. Sean McMullen is one of Australia's leading science fiction and fantasy authors, with more than a dozen books and four dozen stories published. He is the coauthor of Strange Constellations: A History of Australian Science Fiction and is finishing a PhD in medieval fantasy literature.                        "
30622196634,"Edgar Rice Burroughs (1875�1950) is the legendary author of dozens of novels, including Tarzan of the Apes and The Land That Time Forgot, available in a Bison Books edition. Sean McMullen is one of Australia's leading science fiction and fantasy authors, with more than a dozen books and four dozen stories published. He is the coauthor of Strange Constellations: A History of Australian Science Fiction and is finishing a PhD in medieval fantasy literature.                        "
30712485485,"Edgar Rice Burroughs (September 1, 1875 � March 19, 1950) was an American writer best known for his creations of the jungle hero Tarzan and the heroic Mars adventurer John Carter, although he produced works in many genres. Burroughs was born on September 1, 1875, in Chicago, Illinois (he later lived for many years in the suburb of Oak Park), the fourth son of Major George Tyler Burroughs (1833�1913), a businessman and Civil War veteran, and his wife, Mary Evaline (Zieger) Burroughs (1840�1920). His middle name is from his paternal grandmother, Mary Rice Burroughs (1802�c.1870). After his discharge from the Army, Burroughs worked a number of different jobs. He drifted and worked on a ranch in Idaho. He found work at his father's firm in 1899. He married his childhood sweetheart, Emma Hulbert (1876�1944), in January 1900. In 1904, he left his job and worked less regularly, first in Idaho, then in Chicago. Burroughs took up writing full-time in 1912, and by the time the run of Under the Moons of Mars had finished, he had completed two novels, including Tarzan of the Apes, published from October 1912 and one of his most successful series. Burroughs also wrote popular science fiction and fantasy stories involving adventurers from Earth transported to various planets (notably Barsoom, Burroughs's fictional name for Mars, and Amtor, his fictional name for Venus), lost islands, and into the interior of the hollow earth in his Pellucidar stories. He also wrote Westerns and historical romances. Besides those published in All-Story, many of his stories were published in The Argosy magazine. After WW II ended, Burroughs moved back to Encino, California, where after many health problems, he died of a heart attack on March 19, 1950, having written almost 80 novels. He is buried at Tarzana, California, US.                        "
22883449068,"Edgar Rice Burroughs Born in Chicago on September 1, 1875, Edgar Rice Burroughs grew to maturity during the height of the Industrial Revolution and witnessed the emergence of the United States as a twentieth-century world power. The author of Tarzan of the Apes (1912), Burroughs did not confine himself to a single genre; he also wrote medieval romances (The Outlaw of Torn, 1914), westerns (The Wur Chief of the Apaches, 1927), and mainstream novels (The Girl from Hollywood, 1922).                        "
30669913770,"Edgar Rice Burroughs fame stems from the creation of Tarzan and the Barsoom science fiction series. He was born on September 1, 1875 in Chicago, Illinois, and entered military service in 1895. Two years later, he was diagnosed with a heart problem and was discharged. He drifted from job to job and in 1911, he found work selling pencil sharpeners. Because he had plenty of free time during this period, he started reading pulp fiction magazines. He thought that if people were getting paid for writing such rot, then he could write stories which were just as rotten. After seven years of being paid low wages he began writing his own fiction. The first Tarzan and John Carter stories were published in 1912.                        "
30749296866,"Edgar Rice Burroughs fame stems from the creation of Tarzan and the Barsoom science fiction series. He was born on September 1, 1875 in Chicago, Illinois, and entered military service in 1895. Two years later, he was diagnosed with a heart problem and was discharged. He drifted from job to job and in 1911, he found work selling pencil sharpeners. Because he had plenty of free time during this period, he started reading pulp fiction magazines. He thought that if people were getting paid for writing such rot, then he could write stories which were just as rotten. After seven years of being paid low wages he began writing his own fiction. The first Tarzan and John Carter stories were published in 1912.                        "
30740363107,"Edgar Rice Burroughs fame stems from the creation of Tarzan and the Barsoom science fiction series. He was born on September 1, 1875 in Chicago, Illinois, and entered military service in 1895. Two years later, he was diagnosed with a heart problem and was discharged. He drifted from job to job and in 1911, he found work selling pencil sharpeners. Because he had plenty of free time during this period, he started reading pulp fiction magazines. He thought that if people were getting paid for writing such rot, then he could write stories which were just as rotten. After seven years of being paid low wages he began writing his own fiction. The first Tarzan and John Carter stories were published in 1912.                        "
30599058249,"Edgar Rice Burroughs fame stems from the creation of Tarzan and the Barsoom science fiction series. He was born on September 1, 1875 in Chicago, Illinois, and entered military service in 1895. Two years later, he was diagnosed with a heart problem and was discharged. He drifted from job to job and in 1911, he found work selling pencil sharpeners. Because he had plenty of free time during this period, he started reading pulp fiction magazines. He thought that if people were getting paid for writing such rot, then he could write stories which were just as rotten. After seven years of being paid low wages he began writing his own fiction. The first Tarzan and John Carter stories were published in 1912.                        "
30711210209,"Edgar Rice Burroughs fame stems from the creation of Tarzan and the Barsoom science fiction series. He was born on September 1, 1875 in Chicago, Illinois, and entered military service in 1895. Two years later, he was diagnosed with a heart problem and was discharged. He drifted from job to job and in 1911, he found work selling pencil sharpeners. Because he had plenty of free time during this period, he started reading pulp fiction magazines. He thought that if people were getting paid for writing such rot, then he could write stories which were just as rotten. After seven years of being paid low wages he began writing his own fiction. The first Tarzan and John Carter stories were published in 1912.                        "
30742056816,"Edgar Rice Burroughs was born in Chicago in 1875. He took inspiration for many of his stories from the classical mythology and literature he studied in his youth, and from the time he spent at an Idaho ranch set up by his brothers. A Princess of Mars appeared as a novel in 1912, and his career as a professional writer took off. Another phenomenally successful novel was Tarzan of the Apes, published in 1914. The character Tarzan went on to become a legend in his own right. Burroughs died on March 19, 1950 having written well over 50 novels.                        "
30709737079,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30551329046,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30598468844,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30082148548,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
19346633416,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30715977435,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30532693871,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30185505467,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30739474914,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30608413942,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30514376217,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30620982944,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30356171928,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
22765278864,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30164865635,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30636659476,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
5467367405,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30736436212,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30656017677,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30310722933,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30737599763,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30612074490,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30738735150,"Edgar Rice Burroughs was born in Chicago, Illinois in 1875. After serving a short time in the 7th U.S. Cavalry, Burroughs was a shopkeeper, gold miner, cowboy, and policeman before becoming a full-time writer. His first novel, Tarzan of the Apes, was published in 1914, and along with its 22 sequels has sold over 30 million copies in 58 languages. Author of numerous other jungle and science fiction novels and novellas, including The Land That Time Forgot, Burroughs had a writing career that spanned almost 30 years, with his last novel, The Land of Terror, being published in 1941. He died in 1950 at his ranch near Tarzana, the California town named for his legendary hero.                        "
30019225613,"Edgar Rice Burroughs, 1875-1950 Edgar Rice Burroughs is renowed for his many novels of fantastic adventure. Unquestionably his best-known creation is that of the jungle hero, Tarzan the Ape Man, but almost as well known are his stories of other planets beginning with the very popular Mars series. A torrent of novels followed: stories about Venus, tales of the Moon and of the middle Earth, westerns, and detective stories. In all, nearly one hundred stories bore Edgar Rice Burroughs' name. Born in Chicago in 1875, he tried his hand at many businesses without notable success, until at the age of thirty-five, he turned to writing. With the publication of Tarzan of the Apes and A Princess of Mars, his career was assured. By the time of his death in 1950, at his home in a town bearing the name of his best known work, Tarzana, California over 40 million copies of Edgar Rice Burroughs books have appeared in 58 different languages.                        "
30108168474,"Edgar Rice Burroughs, 1875-1950Edgar Rice Burroughs is renowed for his many novels of fantastic adventure. Unquestionably his best-known creation is that of the jungle hero, Tarzan the Ape Man, but almost as well known are his stories of other planets beginning with the very popular Mars series. A torrent of novels followed: stories about Venus, tales of the Moon and of the middle Earth, westerns, and detective stories. In all, nearly one hundred stories bore Edgar Rice Burroughs' name.Born in Chicago in 1875, he tried his hand at many businesses without notable success, until at the age of thirty-five, he turned to writing. With the publication of Tarzan of the Apes and A Princess of Mars, his career was assured. By the time of his death in 1950, at his home in a town bearing the name of his best known work, Tarzana, California over 40 million copies of Edgar Rice Burroughs books have appeared in 58 different languages.                        "
30720528871,"Edgar Rice Burroughs, the author of Tarzan of the Apes and dozens of other famous novels, was a pivotal figure in the history of American science fiction. His books include At the Earth's Core, Beyond Thirty, and The Land That Time Forgot, all available in the Bison Frontiers of Imagination series. F. Paul Wilson is the author of such best-selling novels as The Keep, The Tomb, and Conspiracies. Thomas Floyd is a graphic designer at the University of Nebraska�Lincoln.                        "
30748274164,"Edward John Moreton Drax Plunkett, 18th Baron Dunsany (1878�1957), inherited one of the oldest titles in the Peerage of Ireland. Lord Dunsany, who lived much of his life at Dunsany Castle in County Meath, was a prolific writer of novels, short stories, plays, essays, and autobiography. He is best known for his fantasy novels and stories, and his writing influenced the works of J.R.R. Tolkien, C.S. Lewis, H.P. Lovecraft, and Ursula K Le Guin, among others.Michael Grenke teachs at St. John's College in Annapolis, Maryland."
30628380743,"Edward John Moreton Drax Plunkett, 18th Baron Dunsany (1878�1957), inherited one of the oldest titles in the Peerage of Ireland. Lord Dunsany, who lived much of his life at Dunsany Castle in County Meath, was a prolific writer of novels, short stories, plays, essays, and autobiography. He is best known for his fantasy novels and stories, and his writing influenced the works of J.R.R. Tolkien, C.S. Lewis, H.P. Lovecraft, and Ursula K Le Guin, among others.Michael Grenke teachs at St. John's College in Annapolis, Maryland."
22649310392,"Edward Lucas White (1866�1934), who�taught high school�for many years�in Baltimore,�was better�known in his lifetime for his�historical novels. Today he is remembered for his short fiction, particulary the fantasy works and tales of supernatural horror that were inspired by his recurrent nightmares.S. T. Joshi is a literary critic, novelist, and a leading figure in the study of H. P. Lovecraft and other authors of weird and fantastic fiction.                        "
30252653307,"ELAINE LALANNE has used juicing to complement her health-and-fitness lifestyle for many years. She authored four books and traveled extensively with her late husband, Jack LaLanne, lecturing and promoting the LaLanne fitness message. The LaLannes were married for over 50 years.JACK LALANNE was an American�fitness,�exercise, and�nutritional expert�and�motivational speaker�known as the godfather of fitness.�He died in 2011 at the age of 96.                        "
30585347721,"ELAINE LALANNE has used juicing to complement her health-and-fitness lifestyle for many years. She authored four books and traveled extensively with her late husband, Jack LaLanne, lecturing and promoting the LaLanne fitness message. The LaLannes were married for over 50 years.JACK LALANNE was an American�fitness,�exercise, and�nutritional expert�and�motivational speaker�known as the godfather of fitness.�He died in 2011 at the age of 96.                        "
30420945188,"ELAINE LALANNE has used juicing to complement her health-and-fitness lifestyle for many years. She authored four books and traveled extensively with her late husband, Jack LaLanne, lecturing and promoting the LaLanne fitness message. The LaLannes were married for over 50 years.JACK LALANNE was an American�fitness,�exercise, and�nutritional expert�and�motivational speaker�known as the godfather of fitness.�He died in 2011 at the age of 96.                        "
30419968880,"ELAINE LALANNE has used juicing to complement her health-and-fitness lifestyle for many years. She authored four books and traveled extensively with her late husband, Jack LaLanne, lecturing and promoting the LaLanne fitness message. The LaLannes were married for over 50 years.JACK LALANNE was an American�fitness,�exercise, and�nutritional expert�and�motivational speaker�known as the godfather of fitness.�He died in 2011 at the age of 96.                        "
30738932128,"Emily Dickinson (1830 - 1886) was born in Amherst, Massachusetts, and is considered to be one the greatest poets of American literature. The daughter of a prominent lawyer, she spent almost all of her life in her birthplace, gradually withdrawing from local activities, and spending her later years as a virtual recluse in her father's house. She composed over one thousand unique lyrics dealing with religion, love, nature, death, and immortality, only seven of which were published during her lifetime. Her verse, noted for its aphoristic style, its wit, its delicate metrical variation, and its bold and startling imagery, has had great influence on twentieth-century poetry. Ferris Cook is the illustrator of three companion books to this series: Odes to Common Things and Odes to Opposites by Pablo Neruda, and The Rose Window and Other Verse From New Poems by Rainer Maria Rilke.                        "
30740452289,"Emily Dickinson (1830 - 1886) was born in Amherst, Massachusetts, and is considered to be one the greatest poets of American literature. The daughter of a prominent lawyer, she spent almost all of her life in her birthplace, gradually withdrawing from local activities, and spending her later years as a virtual recluse in her father's house. She composed over one thousand unique lyrics dealing with religion, love, nature, death, and immortality, only seven of which were published during her lifetime. Her verse, noted for its aphoristic style, its wit, its delicate metrical variation, and its bold and startling imagery, has had great influence on twentieth-century poetry. Ferris Cook is the illustrator of three companion books to this series: Odes to Common Things and Odes to Opposites by Pablo Neruda, and The Rose Window and Other Verse From New Poems by Rainer Maria Rilke.                        "
30740961801,"Emily Dickinson (1830-1866) lived all her life in Amherst, Massachusetts. A handful of her poems came out in her lifetime, with most only published in the 1890s.                        "
22703266203,"Emily Dickinson (1830-1866) lived all her life in Amherst, Massachusetts. A handful of her poems came out in her lifetime, with most only published in the 1890s.                        "
19356971628,"Emily Dickinson (1830-1866) lived all her life in Amherst, Massachusetts. A handful of her poems came out in her lifetime, with most only published in the 1890s.                        "
30522655591,"Emily Dickinson (1830-1866) lived all her life in Amherst, Massachusetts. A handful of her poems came out in her lifetime, with most only published in the 1890s.                        "
30745305109,"EMILY DICKINSON (1830�;1886) was a major American poet who lived in Amherst, Massachusetts. JO MILES SCHUMAN is an avid birder and the author of Art from Many Hands, Multicultural Art Projects (1981, 2002) and lives in Phippsburg, Maine. JOANNA BAILEY HODGMAN has enjoyed a lifelong interest in reading and writing poetry. A retired English teacher, she lives in Rochester, New York.                        "
30324835559,"Emily Dickinson (1830�1886) was an American poet. Born in Amherst, Massachusetts, to a successful family with strong community ties, she lived a mostly introverted and reclusive life, but today�is considered to be one of the most influential poets in American history.                        "
30614281260,"Emily Elizabeth Dickinson (1830-1886) was an American poet. With the possible exception of Walt Whitman, Dickinson is now recognized as the most important American poet of the 19th century. Although Dickinson's acquaintances were most likely aware of her writing, it was not until after her death in 1886�when Lavinia, Dickinson's younger sister, discovered her cache of poems�that the breadth of her work became apparent to the public. Despite some unfavorable reception and skepticism over the late 19th and early 20th centuries regarding her literary prowess, Dickinson is now almost universally considered to be one of the most significant of all American poets.                        "
30210683618,"Emily Elizabeth Dickinson (Amherst, Massachusetts, 10 de diciembre de 1830-ib�dem, 15 de mayo de 1886) fue una poeta estadounidense, cuya poes�a apasionada ha colocado a su autora en el reducido pante�n de poetas fundamentales estadounidenses que hoy comparte con Edgar Allan Poe, Ralph Waldo Emerson y Walt Whitman.                        "
