,book
3185,30137532689
3186,30176807365
3187,19633740613
3188,14680716711
3189,30747772922
3190,22855584467
3191,30037302917
3192,761348960
3193,30019397510
3194,30699138151
3195,30195977936
3196,30684734139
3197,30730801328
3198,30575191536
3199,30737918783
3200,11410712357
3201,30230513104
3202,3879465545
3203,30422383757
3204,30640501911
3205,30327737189
3206,30687704182
3207,30731130732
3208,30443532237
3209,30604797978
3210,30691233170
3211,30613932909
3212,17042952813
3213,30696395174
3214,30747386750
3215,1112113673
3216,30458760820
3217,30619249859
3218,22513649275
3219,30384222195
3220,93651659
3221,30643012111
3222,30164618603
3223,30606216650
3224,30748195359
3225,22903509908
3226,8941048363
3227,30685685251
3228,30468644719
3229,30473714015
3230,22880059852
3231,22861779152
3232,30089549105
3233,13281626940
3234,30270688045
3235,30310711884
3236,22485071012
3237,3192622214
3238,760373109
3239,7293908898
3240,30137475090
3241,30275646941
3242,22575586411
3243,30645135859
3244,11052011684
3245,30507665425
3246,30737434328
3247,22413833849
3248,30321823438
3249,30699587921
3250,30038231869
3251,30688561002
3252,30605252361
3253,30691655897
3254,30702501732
3255,720784757
3256,30667605975
3257,30366615202
3258,30594940190
3259,30709356645
3260,98016620
3261,22742908918
3262,30593703524
3263,30579989150
3264,30122565528
3265,30620975895
3266,22420055204
3267,905247349
3268,14781999094
3269,228467616
3270,30031307482
3271,22803262044
3272,30536378804
3273,1394920557
3274,30707694275
3275,22829833476
3276,4403519080
3277,20463644523
3278,22449391861
3279,30210898427
3280,30493756208
3281,30695961949
3282,30656569891
3283,6774820850
3284,900502483
3285,19176555832
3286,10816408599
3287,30548276029
3288,30486049628
3289,693211832
3290,30686432690
3291,30171790511
3292,30740667158
3293,22666464225
3294,30613431280
3295,30711223720
3296,30577482361
3297,30642550950
3298,30046529192
3299,22271875372
3300,30022197527
3301,30193650444
3302,12736460230
3303,22754527390
3304,30265367470
3305,30662454240
3306,30617478832
3307,30739613488
3308,30688491442
3309,17498862940
3310,5484849816
3311,1331850442
3312,30575350456
3313,30679065572
3314,30552853561
3315,30601345268
3316,30556111429
3317,1002206963
3318,30734504649
3319,11120466016
3320,30734191799
3321,4641067196
3322,30264418821
3323,22532035809
3324,30637031381
3325,8880777916
3326,21512537056
3327,30267161360
3328,305678856
3329,8524484634
3330,30611558768
3331,4250500014
3332,30661450904
3333,10593569298
3334,30749576862
3335,30699289943
3336,30629532301
3337,30699588958
3338,30176094408
3339,30171197929
3340,30719888693
3341,30554316024
3342,30651531472
3343,30531352009
3344,30268494875
3345,29391816
3346,30688713136
3347,30282661770
3348,546832945
3349,22639987319
3350,30733020080
3351,30137477802
3352,30310717749
3353,30717003222
3354,30731369776
3355,30750383325
3356,3908620809
3357,30137471726
3358,30357561497
3359,30699635095
3360,22903516502
3361,30140099460
3362,22608633408
3363,30707468590
3364,30294459427
3365,30733859445
3366,30037379674
3367,30699257868
3368,30635707915
3369,30333341024
3370,30556441627
3371,15716753937
3372,30738932128
3373,802060872
3374,22450899835
3375,30531522320
3376,30736969876
3377,30610908880
3378,30600549934
3379,30721568505
3380,30578475073
3381,1002048565
3382,30662506292
3383,4838701192
3384,30669040040
3385,30679121269
3386,30021873718
3387,30137540002
3388,30598411116
3389,30265911223
3390,30697513411
3391,30137537841
3392,1236247631
3393,30708194138
3394,30448829857
3395,30605793166
3396,10910765410
3397,30737135761
3398,30592678858
3399,22427829425
3400,30420756694
3401,30527147654
3402,11115082548
3403,5711479575
3404,30740272677
3405,30697613068
3406,30282662798
3407,30315609889
3408,30737555490
3409,30724588524
3410,549661597
3411,30706168745
3412,72195263
3413,30014257246
3414,30737720321
3415,30740165278
3416,30699490843
3417,16957502267
3418,30180677666
3419,30137484010
3420,30561753915
3421,760022861
3422,10977316197
3423,14407574212
3424,30221086208
3425,30716272135
3426,22844628453
3427,30354980005
3428,30708456381
3429,30711814411
3430,30529667991
3431,30577489463
3432,30697392628
3433,30606056288
3434,22908203101
3435,21957701674
3436,30117395593
3437,30665781662
3438,30455653013
3439,9628220865
3440,21726951
3441,22332993759
3442,30716025333
3443,21368378477
3444,30271062061
3445,30458279143
3446,22672225373
3447,30748855035
3448,20165460291
3449,30738906620
3450,8326463534
3451,22903510892
3452,30739680413
3453,30697411487
3454,30699365244
3455,30280497814
3456,30001186195
3457,30137484913
3458,1876379322
3459,30748172492
3460,15683045531
3461,22522700518
3462,11661053834
3463,30496448398
3464,5467328155
3465,30661516952
3466,30735295869
3467,30692074946
3468,30693176106
3469,30279948442
3470,22888908418
3471,22506238390
3472,30619217674
3473,30404104746
3474,30577501454
3475,30604591500
3476,30420511204
3477,30740019879
3478,11410712425
3479,30712502629
3480,22842055238
3481,30737371572
3482,19694306083
3483,825365343
3484,30137470434
3485,7438596476
3486,30325601677
3487,30715140699
3488,30644030833
3489,30749013169
3490,30726565707
3491,2992155379
3492,30568972693
3493,30738042100
3494,19300049014
3495,22894985262
3496,4818056178
3497,30267986250
3498,22408971518
3499,30669090138
3500,30687844305
3501,30602255627
3502,30736840202
3503,30267169950
3504,30443105087
3505,30743797342
3506,30276049691
3507,30717018925
3508,30745662242
3509,22903499307
3510,20651367683
3511,30664555996
3512,17533804540
3513,1377092612
3514,749002592
3515,59876390
3516,6455009425
3517,30035582343
3518,30582623637
3519,30046174513
3520,30509619131
3521,30647260168
3522,30752070490
3523,22415276393
3524,30267500003
3525,30268499448
3526,30738897935
3527,30266989839
3528,30733437959
3529,30614173646
3530,167931972
3531,22656981351
3532,30242203153
3533,30429305534
3534,30287735465
3535,30699320002
3536,30667393263
3537,13903476720
3538,30719797283
3539,30662356042
3540,10063944739
3541,30663723126
3542,30697812921
3543,30470221781
3544,30344282644
3545,22513662223
3546,30619259199
3547,30649623357
3548,13032319533
3549,30532693871
3550,22642453987
3551,5971880238
3552,30620148430
3553,14461304751
3554,30137518402
3555,30718812234
3556,3486692730
3557,22630855878
3558,30667925403
3559,30699301827
3560,1958318849
3561,30620269511
3562,30725204010
3563,12005541472
3564,30730594000
3565,30565567665
3566,30732788433
3567,30749704262
3568,30742103088
3569,30718607727
3570,22405477612
3571,30282129974
3572,30467340520
3573,30267187692
3574,22470496942
3575,30583274628
3576,30720545547
3577,30605727934
3578,30474660030
3579,1416199206
3580,30578940521
3581,30597976071
3582,30330195886
3583,30469069125
3584,30731354906
3585,1399292907
3586,20847565107
3587,30506709116
3588,30742124873
3589,30040176609
3590,30507056583
3591,30137544139
3592,11488337062
3593,30716047692
3594,22516081076
3595,30611260579
3596,30718696982
3597,22903511548
3598,30716950307
3599,21812039805
3600,30417719154
3601,30697436775
3602,30699018563
3603,30642147617
3604,30664888260
3605,30640195430
3606,30749420615
3607,30716027314
3608,30500489883
3609,30458434951
3610,30272244506
3611,30258388391
3612,30707771942
3613,30735331071
3614,30270245696
3615,30699551593
3616,30698784588
3617,30698360225
3618,30611596880
3619,4720968582
3620,30664196213
3621,14921655816
3622,30117905676
3623,22559624404
3624,22861779150
3625,30291528162
3626,3726414581
3627,30599479008
3628,30699181421
3629,14781986504
3630,30699083315
3631,30733204704
3632,30746316819
3633,30697373833
3634,12286806950
3635,30750277314
3636,30203808910
3637,30137473210
3638,30617592334
3639,30185505467
3640,30137483096
3641,30137537848
3642,30747285185
3643,30737249698
3644,30649468871
3645,1233884209
3646,22409590577
3647,22778476763
3648,162989878
3649,30697765472
3650,30266444843
3651,30734298595
3652,30699161314
3653,22877224283
3654,30130932910
3655,30607502567
3656,30734403222
3657,11690205091
3658,30652693117
3659,30736791522
3660,30502244286
3661,30728739939
3662,30282501056
3663,18020271789
3664,20313393
3665,258213710
3666,22505276083
3667,30491619237
3668,18500752637
3669,22923707208
3670,30337574502
3671,30733141708
3672,22877224284
3673,30691538998
3674,30051369803
3675,30671530710
3676,30707456562
3677,30610610772
3678,30688557041
3679,30602597695
3680,15520993925
3681,30429760666
3682,30137486897
3683,30692382464
3684,22877631925
3685,30356362668
3686,30577352565
3687,164668252
3688,14333142341
3689,30137482108
3690,22513714468
3691,30709540417
3692,30719786807
3693,30670317291
3694,22889310170
3695,30420372960
3696,30739316808
3697,30739099772
3698,30355307467
3699,30652304165
3700,22903501357
3701,30665066187
3702,3876264610
3703,9546697226
3704,30737708591
3705,30172717196
3706,13651918145
3707,30737945885
3708,30551005794
3709,30262937924
3710,22639995644
3711,22487409844
3712,30698959711
3713,30616519393
3714,30137495366
3715,30693472464
3716,30552397389
3717,14781989516
3718,30670480995
3719,30282668985
3720,30265656203
3721,30729619519
3722,30530180927
3723,30686355495
3724,30137479597
3725,1329938318
3726,30242206321
3727,30697702430
3728,30555893117
3729,30037632262
3730,17231168907
3731,22586134139
3732,20734549303
3733,30381749812
3734,30574995893
3735,30394909983
3736,30603298152
3737,30733835159
3738,30577257996
3739,30558106693
3740,30137546008
3741,22487748272
3742,30573981845
3743,30642173924
3744,30695792379
3745,22516815362
3746,1055037012
3747,6342888920
3748,30737892295
3749,30652102869
3750,30748987490
3751,30739224261
3752,30407511308
3753,30137544966
3754,22853869731
3755,30109967281
3756,30697745135
3757,30699485622
3758,30392267007
3759,30689858725
3760,724617700
3761,30109854803
3762,3079620522
3763,30575273003
3764,30738867239
3765,22895755360
3766,9580901994
3767,30596074153
3768,30700014200
3769,20073052308
3770,30265143294
3771,1023027183
3772,30616181883
3773,22879054649
3774,30694516963
3775,30623236685
3776,30428287019
3777,30598872411
3778,30656117178
3779,7187191926
3780,30042247933
3781,30699549509
3782,30601436477
3783,7952309667
3784,22572980762
3785,15783289978
3786,30703820573
3787,30625425703
3788,30467049007
3789,30724401122
3790,30662762559
3791,30453523512
3792,30069622902
3793,16371049068
3794,18442252434
3795,30354845000
3796,30712485485
3797,30551328076
3798,30694876057
3799,30620332591
3800,30738144021
3801,693433208
3802,2099463407
3803,30741073485
3804,30740756585
3805,30603311193
3806,22924518812
3807,30749494556
3808,30268500373
3809,16116364089
3810,22844629751
3811,30300363829
3812,30732597856
3813,428174396
3814,18657093035
3815,4616688787
3816,30735303473
3817,30745606078
3818,30273477268
3819,30614071022
3820,22850529037
3821,30608057635
3822,30204431768
3823,30139084963
3824,49405394
3825,30137537844
3826,242855194
3827,30372241334
3828,22753982091
3829,30711828491
3830,30552187663
3831,30364305215
3832,30615837958
3833,18232751
3834,30705620976
3835,30613869746
3836,30698975264
3837,30514047024
3838,3876264613
3839,30326214340
3840,30733321567
3841,30577529429
3842,30124097866
3843,30698100957
3844,30223844066
3845,16880343450
3846,30137497299
3847,30745978346
3848,30699185394
3849,30614818890
3850,30696944235
3851,30137498216
3852,30203746001
3853,22890297793
3854,30726161170
3855,16454878546
3856,4448639878
3857,22408984325
3858,30044252798
3859,30575311434
3860,30606068023
3861,6552240901
3862,30197326909
3863,30274588062
3864,30210957253
3865,22405289521
3866,30739570340
3867,30179958992
3868,30581419255
3869,22412093541
3870,30611851704
3871,30686233860
3872,30546277132
3873,22559208238
3874,30687945235
3875,22585982489
3876,30575422236
3877,30021467103
3878,30731344976
3879,30137484009
3880,30524584907
3881,18830780879
3882,30278632308
3883,9548613080
3884,3942794262
3885,30741585998
3886,1193528826
3887,22583936579
3888,30081573772
3889,30216823599
3890,30055807543
3891,22456542136
3892,30738619394
3893,30716748812
3894,381789258
3895,30587653962
3896,30642036455
3897,2702982500
3898,30738347314
3899,30708375433
3900,17398975972
3901,890942888
3902,30740460906
3903,30471205286
3904,30725518781
3905,18253522649
3906,94682126
3907,30408503574
3908,30335445852
3909,30700260328
3910,1603583007
3911,30082152131
3912,30738976533
3913,30740191621
3914,30741069829
3915,30734707377
3916,30137550193
3917,22425729598
3918,30745469574
3919,30743796323
3920,30698862652
3921,30546640181
3922,17785004806
3923,30320989634
3924,30226965694
3925,30737360179
3926,30471151533
3927,30699188930
3928,11077503180
3929,985236457
3930,30408368247
3931,30709830780
3932,30330503977
3933,30739949830
3934,30446992613
3935,22487865196
3936,30697853517
3937,10345268137
3938,30665812695
3939,30266990132
3940,30687562914
3941,30470537670
3942,22525246814
3943,30033509643
3944,30737413263
3945,30658750875
3946,30719394866
3947,30733026412
3948,30271425965
3949,22743012987
3950,30359767863
3951,9823256509
3952,30706193008
3953,30684481086
3954,30450466857
3955,416768812
3956,30611419721
3957,22848686131
3958,22474863641
3959,30500728975
3960,15656482007
3961,30137565671
3962,30735158713
3963,30420757474
3964,30698847839
3965,30195956978
3966,30189039338
3967,1945207096
3968,22420058358
3969,22420068816
3970,7770530602
3971,30694788119
3972,30269257640
3973,2638207388
3974,16934782654
3975,30347698425
3976,30280359439
3977,30161156743
3978,30116241594
3979,49589213
3980,30697880567
3981,30622011494
3982,30361379695
3983,22633590413
3984,30040431922
3985,30493667047
3986,1472955007
3987,22908872392
3988,30243595638
3989,30282663912
3990,30395410706
3991,535558563
3992,20076208644
3993,22395515401
3994,30282662142
3995,30143472507
3996,30370317074
3997,30551324261
3998,30072916461
3999,30288841057
4000,30716042789
4001,760983711
4002,30282667909
4003,30491622149
4004,30575239490
4005,30737423372
4006,30591670023
4007,42478705
4008,30255855117
4009,30128858842
4010,30727507402
4011,30288221425
4012,1174641502
4013,22487296751
4014,22540083916
4015,14777216440
4016,14461310230
4017,30621350559
4018,30613885920
4019,30574896419
4020,21999721347
4021,30706590179
4022,30737655062
4023,22928411169
4024,30748274164
4025,30713005056
4026,30737552204
4027,30610783354
4028,30453701206
4029,30270806563
4030,30258951613
4031,30739129531
4032,30699409434
4033,22665761601
4034,30664638427
4035,30736974615
4036,30610922128
4037,5560785440
4038,30723626049
4039,30720537423
4040,30577537892
4041,22675915100
4042,30181726265
4043,30697450524
4044,696365455
4045,12526351453
4046,22926182457
4047,30724520017
4048,30712343029
4049,30310719764
4050,30081640970
4051,30709990969
4052,30720971114
4053,30594899173
4054,30137476835
4055,30604463548
4056,30272458662
4057,30137573978
4058,30270406462
4059,92560776
4060,30706378012
4061,30424753840
4062,13751853373
4063,30443640964
4064,30741066609
4065,277299648
4066,30733395697
4067,30699085023
4068,30726810307
4069,22753799362
4070,30697744611
4071,30571003898
4072,30137481193
4073,30697328530
4074,30671262975
4075,30523638638
4076,30699896444
4077,30137536837
4078,4285032067
4079,30620472390
4080,21294878685
4081,30048572270
4082,30565221961
4083,30719851108
4084,21631812821
4085,30183785718
4086,132132764
4087,7362986145
4088,9010064787
4089,30522905011
4090,30270295652
4091,30611097270
4092,30577764875
4093,30711868360
4094,30137479610
4095,18273882488
4096,30733417970
4097,30227230416
4098,30725943235
4099,30617449012
4100,30599860174
4101,22381426474
4102,30617396945
4103,6004087170
4104,30599008153
4105,22786155461
4106,30405667259
4107,30733441100
4108,30663208990
4109,30687626585
4110,30724721961
4111,30095538849
4112,30698867985
4113,30382790985
4114,30699597247
4115,30645104151
4116,30605085409
4117,6774827912
4118,30266344852
4119,30137493407
4120,30665004257
4121,4267747620
4122,30171424437
4123,30697554020
4124,30745083947
4125,30748166771
4126,30739298107
4127,30737399015
4128,30740761306
4129,30738436426
4130,30079519266
4131,30267830939
4132,30465702193
4133,30742585751
4134,30413755314
4135,30253520138
4136,30501514990
4137,30228913112
4138,5894949644
4139,30523197943
4140,30137494439
4141,30028661133
4142,80167542
4143,30433027866
4144,30738715568
4145,30631020748
4146,1945207223
4147,30330422187
4148,30426939490
4149,30702949195
4150,30663902538
4151,30272697332
4152,30520217797
4153,30332992485
4154,30713902205
4155,30694779310
4156,30737441708
4157,30644603335
4158,30605077548
4159,30605001868
4160,22420037360
4161,30464150279
4162,30443030963
4163,30324413764
4164,840743258
4165,30745475192
4166,30192129948
4167,30234663969
4168,1175966145
4169,22922592149
4170,17686962698
4171,30739854499
4172,30242891976
4173,22410526772
4174,1535140018
4175,30711389365
4176,30137495379
4177,30642037697
4178,30723905591
4179,30448833700
4180,30630653927
4181,30621792216
4182,30699201174
4183,30357074349
4184,30648277848
4185,30337393588
4186,22867085281
4187,22903511486
4188,14813853276
4189,30268187009
4190,30697802520
4191,9315770647
4192,30739426438
4193,30315253645
4194,30718334296
4195,30739015619
4196,22608632990
4197,30732374392
4198,30725138665
4199,30133462303
4200,30692788931
4201,30146246093
4202,30631647594
4203,10063965944
4204,30354962551
4205,22665761591
4206,83553429
4207,21365022477
4208,30698751346
4209,30082066503
4210,984123357
4211,30698093801
4212,30697548961
4213,22675915127
4214,30661430307
4215,17890869065
4216,30089056152
4217,30711925067
4218,12831397379
4219,30698722525
4220,30457824757
4221,22382202062
4222,22841507907
4223,30584458459
4224,65673800
4225,30726580255
4226,17371948547
4227,30738444400
4228,30713249176
4229,30099318421
4230,30582851686
4231,30628301815
4232,853284712
4233,30699543518
4234,22701889737
4235,10652834828
4236,30137583215
4237,30745362638
4238,11868532365
4239,30293395022
4240,30649599040
4241,1264738702
4242,19127591848
4243,30732878860
4244,30748473334
4245,30561388582
4246,30656807540
4247,30137468883
4248,30699618857
4249,18383511073
4250,30614259462
4251,20637373744
4252,21096681031
4253,5496144692
4254,30624717948
4255,30209627048
4256,30137571170
4257,30429251015
4258,22841327992
4259,30403758442
4260,30709514558
4261,30713802923
4262,9485330598
4263,30431202174
4264,30428884279
4265,30241829940
4266,30728068624
4267,30577486697
4268,22894718504
4269,30266094853
4270,30035584006
4271,21597656081
4272,20652986678
4273,30747319481
4274,30724605889
4275,30704848506
4276,30699462877
4277,30698834339
4278,30351804504
4279,30652209861
4280,30272639028
4281,30137483081
4282,30388206476
4283,30137476039
4284,30699620626
4285,30711791799
4286,30282661504
4287,30585273136
4288,30361159085
4289,4818056153
4290,30740503766
4291,30474612932
4292,30697311398
4293,30738898100
4294,30563023177
4295,30584482107
4296,22871220062
4297,30709086311
4298,30657334867
4299,30688560200
4300,30740326791
4301,30364456258
4302,30605745683
4303,30625413238
4304,30109875444
4305,30697809792
4306,4914325028
4307,17543362116
4308,22916847459
4309,30726129219
4310,21733239985
4311,30238717923
4312,30574047917
4313,30037285206
4314,30137493507
4315,30698080718
4316,30607480937
4317,30604760915
4318,30527135384
4319,30137573307
4320,30382586132
4321,14081124502
4322,10107167383
4323,30263143648
4324,13242174940
4325,30744721844
4326,8326462693
4327,22650687536
4328,30711992531
4329,30717356365
4330,30531169630
4331,30455492027
4332,609539036
4333,30723905590
4334,216354280
4335,30414561354
4336,863170238
4337,30745601265
4338,30738397785
4339,30310722935
4340,30280143226
4341,6774816300
4342,6021822031
4343,11380859023
4344,1296020777
4345,30520573753
4346,30150690738
4347,30697585622
4348,30743808779
4349,30266634363
4350,30743861864
4351,30575342582
4352,30734749119
4353,30266563932
4354,30694830193
4355,603144474
4356,30745840289
4357,30737223581
4358,22683265683
4359,30606959668
4360,30727927074
4361,30137593920
4362,30740070714
4363,30137454737
4364,21434999311
4365,8178753643
4366,18539950882
4367,30745138508
4368,1102094449
4369,32484945
4370,7388438240
4371,8230497388
4372,308245316
4373,30704988561
4374,9530844869
4375,30605083185
4376,9180305971
4377,30739229028
4378,22299441836
4379,19451559664
4380,30601404684
4381,14782010790
4382,30050460043
4383,30575300611
4384,30697319843
4385,22427892967
4386,30272419074
4387,30509572612
4388,30137476833
4389,30081982421
4390,13367849320
4391,30325397508
4392,30048732560
4393,30737280785
4394,30744109237
4395,22583979507
4396,30697500211
4397,30580442842
4398,30732178601
4399,30551324245
4400,10824574563
4401,30748857987
4402,932020316
4403,30335880043
4404,22661134609
4405,7063833246
4406,30053400255
4407,30137479603
4408,30440961203
4409,30531969395
4410,30602338658
4411,11793082184
4412,30622722220
4413,30599798708
4414,22907946926
4415,30543622373
4416,30732781576
4417,30669919947
4418,30697389889
4419,22596007898
4420,30739232782
4421,30625231319
4422,30583466085
4423,30331176058
4424,9145641227
4425,30649592179
4426,30398738547
4427,30717102651
4428,3367383210
4429,30740202741
4430,30699587440
4431,30615939755
4432,30463230525
4433,30763239745
4434,30035343747
4435,30529973041
4436,30739477145
4437,19356971628
4438,30327935031
4439,188965348
4440,30137468216
4441,22844641099
4442,15367051897
4443,30376347976
4444,30607132307
4445,30699108098
4446,30731157390
4447,30734776683
4448,821601486
4449,30551320876
4450,30611940114
4451,30099232337
4452,30575303761
4453,20520790080
4454,30717075908
4455,30739213227
4456,30663390556
4457,22827672570
4458,66711815
4459,1958318850
4460,30739230330
4461,850832649
4462,30268653674
4463,8150199
4464,30738695315
4465,30705294302
4466,30642161345
4467,30533416902
4468,30285738150
4469,30739622432
4470,30137591101
4471,30740077222
4472,30663069719
4473,30728232982
4474,30602361206
4475,30282660639
4476,13987953261
4477,30582624689
4478,17004357111
4479,15439783890
4480,30556291864
4481,30720878133
4482,30538798936
4483,30697437841
4484,1189239795
4485,30546612060
4486,30620977627
4487,30330352841
4488,30139066173
4489,30728026187
4490,30665747424
4491,622346719
4492,1102141209
4493,30266262734
4494,30710748628
4495,30661510496
4496,30615892611
4497,30324807373
4498,30669949404
4499,30687808805
4500,30602095675
4501,22479709077
4502,30555760733
4503,30601406614
4504,30450475553
4505,30746370025
4506,15359630686
4507,30437925839
4508,30380164628
4509,1021583698
4510,30551324259
4511,15774458757
4512,5629019185
4513,30280711984
4514,30606310947
4515,30739634369
4516,30517631526
4517,22599942596
4518,847860331
4519,30137476938
4520,30728383062
4521,30697718155
4522,19497674676
4523,30445339512
4524,5710512365
4525,60871419
4526,3876264612
4527,30040431486
4528,22922173703
4529,30727552377
4530,30406206530
4531,30137497189
4532,30209629953
4533,30697621355
4534,30740142994
4535,780275740
4536,30692283046
4537,30625160902
4538,30697527231
4539,30516883197
4540,30276975042
4541,30738546646
4542,30649672965
4543,30725875689
4544,30101647311
4545,30293289548
4546,30738745125
4547,30001040080
4548,30728388487
4549,30533406866
4550,30259761888
4551,30602337846
4552,8230497389
4553,30668294381
4554,30315256438
4555,30652436573
4556,30271419605
4557,17662494296
4558,30134711326
4559,22585196763
4560,30553643926
4561,30699357245
4562,30723974190
4563,8137885819
4564,30640453766
4565,22887199046
4566,30218703451
4567,30740054286
4568,30546928909
4569,30449756429
4570,30425813624
4571,12315963316
4572,30734077625
4573,30262009062
4574,30738694398
4575,30698960886
4576,871522224
4577,30271454924
4578,30275819939
4579,20653272603
4580,1101879174
4581,30029267819
4582,30724003777
4583,22676102550
4584,1738430087
4585,30699259662
4586,30467337868
4587,30727590328
4588,30750405239
4589,121220168
4590,22754651656
4591,62351857
4592,30641516128
4593,30697452011
4594,21322375628
4595,30741577088
4596,248100776
4597,30631484783
4598,30732525901
4599,30731346304
4600,22420041368
4601,15638297746
4602,30733248427
4603,30695691930
4604,30566301131
4605,30627633543
4606,30698761556
4607,30288801102
4608,30503309448
4609,30613900450
4610,30399128298
4611,30712145369
4612,22649310392
4613,30306567788
4614,30699595561
4615,30522250407
4616,997539071
4617,30137484015
4618,30394824875
4619,30233264917
4620,30282944830
4621,30505389765
4622,22383660175
4623,30741484263
4624,937523538
4625,30266335109
4626,30752187460
4627,30739813657
4628,22540672906
4629,11792801576
4630,30527156442
4631,11456485306
4632,1006965354
4633,9180305969
4634,5482095359
4635,8716371456
4636,30395050949
4637,30210706854
4638,19080035637
4639,30699410476
4640,5161354242
4641,30568641569
4642,30750077050
4643,1371720116
4644,30084423156
4645,22074725155
4646,30585769400
4647,30739494507
4648,30717290443
4649,30287591957
4650,30171639844
4651,30739681659
4652,30738992525
4653,22409081186
4654,30697844668
4655,30750074199
4656,30351970942
4657,14774647323
4658,30699194382
4659,22586126293
4660,30685686258
4661,30685433786
4662,22426199166
4663,22605110741
4664,12996200610
4665,30599395639
4666,30711354832
4667,30722929785
4668,30728440570
4669,30641299976
4670,30450068460
4671,30723603334
4672,973902063
4673,30739113360
4674,18259794610
4675,30132483544
4676,30704988270
4677,22780996439
4678,30734390096
4679,30499170196
4680,22382796676
4681,30463434090
4682,30738167214
4683,14183164195
4684,30125422594
4685,30694829391
4686,30739109187
4687,30697359411
4688,30507078233
4689,22592723854
4690,22505276004
4691,30402806157
4692,878378547
4693,30648086917
4694,22787667822
4695,30551326310
4696,30699201126
4697,3576522085
4698,30667600584
4699,30550577736
4700,7844300686
4701,30137479593
4702,30414086551
4703,30557185645
4704,30740267258
4705,30125421710
4706,30137545935
4707,30514013256
4708,30515024334
4709,22504943970
4710,30261630007
4711,30741044347
4712,30705275472
4713,14880271591
4714,22734095018
4715,30699123883
4716,1076729864
4717,30699541246
4718,30536943832
4719,30431433392
4720,30530191975
4721,18700775720
4722,30137479611
4723,30694782191
4724,30248723978
4725,30750374347
4726,30709578245
4727,30699930688
4728,30604875658
4729,22593275020
4730,20653272604
4731,30315096965
4732,30716487238
4733,30695042267
4734,30738249053
4735,16428300971
4736,30617460111
4737,30741080006
4738,30738870320
4739,1038427768
4740,30636272787
4741,30496231265
4742,30737660354
4743,5629020004
4744,30264461197
4745,30271227565
4746,30385080650
4747,6621191428
4748,30698084739
4749,30443452373
4750,11685944861
4751,6582538387
4752,22619067596
4753,30665137644
4754,22779262465
4755,30725020633
4756,30326127014
4757,30697823796
4758,30125421709
4759,1229827197
4760,30137476849
4761,30604561082
4762,30698756688
4763,30353333565
4764,30640447825
4765,30612140279
4766,30740513230
4767,30137467005
4768,30751201324
4769,30035584066
4770,30615044858
4771,19989438783
4772,184291816
4773,30737082499
4774,30082088249
4775,30512011230
4776,30577440155
4777,22890405147
4778,30345423636
4779,30628413895
4780,30251219987
4781,30733514135
4782,30738420132
4783,30566934967
4784,30606967278
4785,30242286135
4786,18290295496
4787,30616592114
4788,30711598174
4789,30573991249
4790,30384225041
4791,30327671115
4792,30081848759
4793,30717294558
4794,30278154367
4795,30223786215
4796,30704447959
4797,30740583643
4798,30137476844
4799,30744771933
4800,30614281254
4801,30271213685
4802,30217108541
4803,599227931
4804,22378278326
4805,30732992040
4806,30266445721
4807,30487669277
4808,1014397067
4809,30471646351
4810,30585199160
4811,13230271
4812,30738533204
4813,1242412807
4814,297204242
4815,30660759304
4816,30384224098
4817,30537467051
4818,30699652384
4819,18809808484
4820,30686801335
4821,12868601020
4822,30698959580
4823,155975488
4824,900553372
4825,30654299575
4826,30551329047
4827,30699040218
4828,30405426965
4829,30137499061
4830,30601263409
4831,30697439187
4832,30652644484
4833,30720803300
4834,30601420995
4835,30387776855
4836,30699454983
4837,30695825787
4838,30645091788
4839,30702960968
4840,30692453401
4841,16513127598
4842,224408800
4843,30544074077
4844,30525811959
4845,2408526594
4846,30137549011
4847,30137506404
4848,30627673010
4849,30628349406
4850,14359555312
4851,17816064813
4852,22408996562
4853,30697066666
4854,313984490
4855,30738437101
4856,30740792487
4857,30724510378
4858,30268656682
4859,21654972556
4860,30733181624
4861,30515172818
4862,30742306137
4863,30704186718
4864,30664226852
4865,30159779890
4866,30759699032
4867,30577410149
4868,30737437862
4869,30744683501
4870,30727536146
4871,30137503831
4872,30658939704
4873,30137478749
4874,30194177903
4875,11120462430
4876,30443169127
4877,30745837745
4878,462217850
4879,22540656781
4880,30515506972
4881,30649667477
4882,22467466032
4883,30719426193
4884,30138212152
4885,3473387368
4886,30700280176
4887,30723876842
4888,13242171056
4889,30730262018
4890,30645102956
4891,30523181342
4892,30718709669
4893,30738813026
4894,30315881967
4895,22427688532
4896,30267350475
4897,30699605967
4898,30361157378
4899,30747536932
4900,30101647309
4901,30282317253
4902,30600154940
4903,30528580268
4904,30467391650
4905,30469287007
4906,30567348071
4907,30150435265
4908,30739361583
4909,8178748737
4910,22516028825
4911,30746365061
4912,14312204243
4913,22299303368
4914,30728447500
4915,30697354738
4916,30748181082
4917,30743778260
4918,30666004061
4919,30137481196
4920,968846416
4921,76653804
4922,938435905
4923,30609294112
4924,4701970985
4925,30542597414
4926,30728448484
4927,30109919563
4928,30397667780
4929,30610006539
4930,76738359
4931,30637127444
4932,30737472391
4933,30137456625
4934,30473326870
4935,30628143641
4936,30341786924
4937,30716203614
4938,30292380025
4939,11913960688
4940,30231196213
4941,30728386000
4942,30699598439
4943,30733450488
4944,30346991183
