book,condition
30700260328,good
30082152131,good
30738976533,good
22425729598,good
30745469574,good
30743796323,good
30698862652,good
30320989634,good
30699188930,good
30697853517,good
30033509643,good
30737413263,good
30359767863,good
30706193008,good
30450466857,good
30735158713,good
30420757474,good
30698847839,good
30195956978,good
1945207096,good
30694788119,good
30161156743,good
30622011494,good
22908872392,good
20076208644,good
30282662142,good
30143472507,good
30551324261,good
30072916461,good
30288841057,good
30737423372,good
42478705,good
30255855117,good
22540083916,good
14777216440,good
30613885920,good
30737655062,good
30748274164,good
30713005056,good
30737552204,good
30258951613,good
30739129531,good
30699409434,good
30720537423,good
30181726265,good
30697450524,good
30724520017,good
30712343029,good
30310719764,good
30081640970,good
30594899173,good
92560776,good
30706378012,good
30424753840,good
30733395697,good
30726810307,good
30697744611,good
30048572270,good
30719851108,good
21631812821,good
7362986145,good
9010064787,good
30711868360,good
30733417970,good
30227230416,good
30725943235,good
30617449012,good
30617396945,good
30599008153,good
30405667259,good
30733441100,good
30095538849,good
30382790985,good
30605085409,good
30171424437,good
30739298107,good
30737399015,good
30738436426,good
30079519266,good
30465702193,good
30742585751,good
30413755314,good
30228913112,good
30523197943,good
30028661133,good
30433027866,good
30738715568,good
1945207223,good
30330422187,good
30520217797,good
30713902205,good
30737441708,good
30644603335,good
30605077548,good
30605001868,good
840743258,good
22922592149,good
30739854499,good
30711389365,good
30642037697,good
30723905591,good
30699201174,good
30648277848,good
30337393588,good
14813853276,good
9315770647,good
30739426438,good
30315253645,good
30739015619,good
30725138665,good
30146246093,good
30082066503,good
30698093801,good
30697548961,good
30584458459,good
30738444400,good
30099318421,good
30582851686,good
30628301815,good
30699543518,good
10652834828,good
30745362638,good
30293395022,good
30649599040,good
1264738702,good
19127591848,good
30748473334,good
30699618857,good
30614259462,good
21096681031,good
5496144692,good
22841327992,good
30709514558,good
30713802923,good
30431202174,good
30428884279,good
22894718504,good
20652986678,good
30724605889,good
30704848506,good
30740503766,good
30657334867,good
30688560200,good
30740326791,good
30605745683,good
30625413238,good
30109875444,good
30697809792,good
30726129219,good
30238717923,good
30037285206,good
30698080718,good
30604760915,good
30527135384,good
30263143648,good
30744721844,good
22650687536,good
30717356365,good
30723905590,good
30738397785,good
30310722935,good
6021822031,good
1296020777,good
30520573753,good
30575342582,good
30734749119,good
30694830193,good
30737223581,good
22683265683,good
30606959668,good
30727927074,good
30704988561,good
30605083185,good
9180305971,good
30739229028,good
22299441836,good
19451559664,good
30601404684,good
30575300611,good
30697319843,good
30081982421,good
13367849320,good
30325397508,good
30048732560,good
30744109237,good
30697500211,good
30580442842,good
30732178601,good
30551324245,good
30748857987,good
30335880043,good
30053400255,good
30440961203,good
22907946926,good
30732781576,good
22596007898,good
30739232782,good
30625231319,good
30649592179,good
30717102651,good
30740202741,good
30463230525,good
30739477145,good
22844641099,good
30699108098,good
30731157390,good
30734776683,good
30575303761,good
30717075908,good
30739213227,good
30663390556,good
1958318850,good
30739230330,good
30705294302,good
30739622432,good
30740077222,good
30663069719,good
30602361206,good
30582624689,good
15439783890,good
30538798936,good
30697437841,good
1189239795,good
30546612060,good
30620977627,good
30728026187,good
30615892611,good
22479709077,good
30601406614,good
30746370025,good
30551324259,good
30606310947,good
30739634369,good
30517631526,good
847860331,good
30728383062,good
30697718155,good
19497674676,good
30445339512,good
3876264612,good
22922173703,good
30727552377,good
30406206530,good
30740142994,good
30697527231,good
30516883197,good
30738546646,good
30738745125,good
30728388487,good
30668294381,good
30315256438,good
30134711326,good
30553643926,good
30699357245,good
30723974190,good
30640453766,good
30740054286,good
12315963316,good
30734077625,good
30738694398,good
30698960886,good
30275819939,good
30029267819,good
30724003777,good
22676102550,good
1738430087,good
30699259662,good
30467337868,good
30727590328,good
30750405239,good
22754651656,good
30697452011,good
30741577088,good
30733248427,good
30695691930,good
30306567788,good
30699595561,good
30394824875,good
30233264917,good
30741484263,good
937523538,good
30752187460,good
30739813657,good
22540672906,good
1006965354,good
9180305969,good
5482095359,good
30699410476,good
30084423156,good
30739494507,good
30739681659,good
30738992525,good
30699194382,good
30685686258,good
30685433786,good
30599395639,good
30722929785,good
30739113360,good
30738167214,good
30694829391,good
30739109187,good
30697359411,good
22505276004,good
30648086917,good
30551326310,good
30699201126,good
30667600584,good
30740267258,good
22504943970,good
30705275472,good
22734095018,good
30431433392,good
18700775720,good
30694782191,good
30750374347,good
30709578245,good
30699930688,good
30604875658,good
30738249053,good
30617460111,good
30385080650,good
30698084739,good
22619067596,good
30665137644,good
22779262465,good
30725020633,good
30697823796,good
1229827197,good
30604561082,good
30640447825,good
30612140279,good
19989438783,good
30737082499,good
30082088249,good
30512011230,good
30577440155,good
30345423636,good
30628413895,good
30733514135,good
30738420132,good
30566934967,good
30606967278,good
30081848759,good
30740583643,good
30744771933,good
30487669277,good
30471646351,good
30585199160,good
30738533204,good
297204242,good
30699652384,good
30686801335,good
30698959580,good
30654299575,good
30699040218,good
30601263409,good
30697439187,good
30652644484,good
30601420995,good
30387776855,good
30695825787,good
16513127598,good
30544074077,good
30525811959,good
30738437101,good
30740792487,good
30733181624,good
30759699032,good
30577410149,good
30737437862,good
30727536146,good
30658939704,good
30443169127,good
22540656781,good
30138212152,good
30723876842,good
30523181342,good
30718709669,good
30738813026,good
30699605967,good
30282317253,good
30528580268,good
30467391650,good
30469287007,good
30739361583,good
30728447500,good
30697354738,good
30609294112,good
4701970985,good
30542597414,good
30109919563,good
30737472391,good
30628143641,good
30292380025,good
30728386000,good
30733450488,good
19197638509,good
186741430,good
22892819876,good
30440510499,good
4305883377,good
30738616320,good
30602600347,good
30629940840,good
30697550923,good
5467442033,good
30599123998,good
30732835336,good
30669701328,good
30692888939,good
30665747103,good
30623947829,good
30575280044,good
30079441512,good
30604777215,good
30738683202,good
30641990094,good
30575900337,good
30619156356,good
30618421863,good
30139874316,good
22409924807,good
22233323379,good
30663015124,good
30737517571,good
30732881266,good
22911424826,good
70485757,good
30636811003,good
30745791340,good
30206947937,good
30107649618,good
30688729341,good
30739486955,good
22819339921,good
22747517530,good
30578483179,good
30727509910,good
30733220230,good
30741668598,good
30739524423,good
30766341336,good
30660191080,good
30505009574,good
30738527342,good
30737711559,good
886780125,good
30366452793,good
30625409959,good
30713001361,good
30620975869,good
7645231785,good
30662763724,good
30733154782,good
30738677043,good
22408970110,good
30081736355,good
30738895156,good
30508518214,good
30497480342,good
30134124680,good
30697432714,good
30603690992,good
30605529215,good
30648338256,good
30037315893,good
30657123591,good
30603726912,good
30764257971,good
30717550503,good
1097515163,good
30163735751,good
30738629575,good
30406188257,good
20379152424,good
30159792771,good
30728379226,good
30514118018,good
30516887543,good
1945207438,good
30357499205,good
30405340930,good
30699057703,good
30658888173,good
30699235526,good
12171562711,good
30714484198,good
30697824549,good
30722939678,good
30402954297,good
22608041528,good
30599410969,good
30695865100,good
30649570124,good
30742363173,good
9395166485,good
30607498667,good
30735257369,good
22761804950,good
30738754821,good
30743790009,good
30697803329,good
30697319841,good
30698993337,good
30738522191,good
30133641348,good
30734760143,good
30276721609,good
403146236,good
30733463432,good
30733494170,good
30223377272,good
30728306277,good
30739474914,good
30608413942,good
30652640440,good
30514123548,good
30697421769,good
30515143374,good
30697782716,good
30726316424,good
22516190284,good
30285779974,good
30712983920,good
30551325214,good
30142516001,good
30278725982,good
1060238183,good
30704931019,good
30720525497,good
30542286241,good
30601408208,good
30598488302,good
15060663339,good
30121749413,good
30234574715,good
4438884572,good
22671598269,good
30734517640,good
30650764376,good
30554310775,good
30685536025,good
30450244278,good
30453910761,good
22916775508,good
30740294047,good
30738568719,good
30574628703,good
30598509554,good
30575428820,good
30698170056,good
30739684702,good
3876264609,good
30747906642,good
21934867558,good
14891881212,good
30737499583,good
30465929159,good
30715057085,good
30697792106,good
30620231027,good
30699300577,good
30275660877,good
30739798281,good
30611605796,good
30664447777,good
30645505614,good
30739072487,good
30616953311,good
22447087340,good
22516724558,good
22433261746,good
30259571811,good
30617430107,good
30647530408,good
30734525394,good
30727651738,good
30697840299,good
30666043834,good
30231969957,good
30503374071,good
30554606994,good
30738122374,good
22513635665,good
30662965991,good
30604881023,good
30552172936,good
30607331726,good
30699109965,good
30655382521,good
30729655016,good
30738967722,good
30699146264,good
1865187273,good
30686227122,good
30421265829,good
30697806652,good
30665796707,good
30718703155,good
30693666687,good
30699295648,good
30449172785,good
30666661251,good
30733020056,good
30616515618,good
30532780135,good
30554093910,good
30436093600,good
30310716800,good
13248389619,good
30043839907,good
30636810106,good
30404683875,good
30456209267,good
30711868359,good
30661888362,good
30598526461,good
30697621887,good
64344236,good
30532297387,good
30434442316,good
30163928220,good
30742192012,good
30571938567,good
30733341388,good
22728922374,good
30697321813,good
30716428230,good
30581427134,good
30575299748,good
30692887048,good
30738998074,good
8983162721,good
30604965504,good
30612325358,good
30607498758,good
30739540192,good
30577456446,good
30735703885,good
30750083954,good
30645694069,good
30159796426,good
30620982944,good
30456217513,good
9897672801,good
30740400089,good
22592682564,good
30510365285,good
22876124787,good
30405740130,good
30606127710,good
30303013460,good
30175944487,good
30575382290,good
30697426466,good
30726286082,good
30738825353,good
30410185005,good
30592240472,good
30699512286,good
30748559067,good
30704252795,good
30282665250,good
30109665940,good
30641209250,good
10907754002,good
30697599138,good
30610641221,good
685643996,good
30252820863,good
22702647721,good
30309847485,good
19084570100,good
30047163103,good
30605945900,good
30699177185,good
30593273096,good
30747359029,good
30031282738,good
30492631202,good
30226960614,good
30533415918,good
30575285693,good
11563834152,good
30516318829,good
30253522530,good
22558506214,good
30700594766,good
30719252183,good
30413751772,good
30359724321,good
2216973779,good
30436285752,good
30695689156,good
30659660432,good
30428563467,good
21524580039,good
30320583679,good
30607244337,good
30525565681,good
30739969296,good
30642418362,good
30656983351,good
30551320884,good
30622249132,good
30330798071,good
30668243178,good
30709711116,good
30726913258,good
30583386652,good
30636323490,good
30037789707,good
30715443750,good
3031537824,good
30548689106,good
293243334,good
30622733594,good
30506315705,good
30538066074,good
30366047650,good
30742721713,good
22924518211,good
30746363988,good
30211131706,good
30739146964,good
30240180579,good
30581651583,good
30081798997,good
30720949539,good
30738927227,good
30370142653,good
30679121974,good
30527136211,good
30740408848,good
30577385092,good
22916672770,good
30598770187,good
30446940970,good
30732549537,good
30689104392,good
200669937,good
30575387245,good
30622133064,good
30718286734,good
30739591894,good
30738583404,good
30275790291,good
22414300514,good
30728388687,good
30739965439,good
30722000377,good
30686152413,good
30699575694,good
30162461377,good
30605953024,good
30525566479,good
30455989355,good
30733317399,good
30740320464,good
30620982059,good
30588270139,good
19300714384,good
30695786562,good
30463167960,good
30577432475,good
30741570673,good
22474902401,good
30622895217,good
30470512836,good
30662963839,good
30734668339,good
30713106700,good
30580449154,good
30556130222,good
30400570054,good
30604161865,good
30697724854,good
30666229090,good
30575897265,good
30504389209,good
30738829349,good
30740166461,good
30697467517,good
22531841506,good
30739786185,good
30372449126,good
30628415495,good
30725458755,good
30247857469,good
30692371423,good
30553576333,good
30738529687,good
30110366898,good
30699078656,good
30737576521,good
20001365982,good
11315323276,good
30275662385,good
30315259209,good
30709733266,good
30694831281,good
30699009258,good
30749715135,good
30301439250,good
7438596475,good
30737967959,good
30669083911,good
30735064236,good
30747652948,good
30732522533,good
15042198716,good
22504943904,good
10981744050,good
976636390,good
30669020494,good
30322058048,good
30037332943,good
30742138499,good
30082262862,good
30709122404,good
30697688310,good
30609663433,good
30699183193,good
30720524204,good
30735140401,good
1945206942,good
30253516371,good
30616211826,good
30405675064,good
30144698228,good
30699606970,good
22419211349,good
30748203188,good
30718295636,good
30641149260,good
30118495082,good
22535154883,good
30574900061,good
30739675355,good
30496668343,good
30605947373,good
30509871120,good
30575393334,good
30727746758,good
22606628808,good
30574897428,good
30500713292,good
30732602244,good
30605874720,good
30693485329,good
30735566072,good
30727513404,good
30109967612,good
19739844464,good
30699608802,good
30255357972,good
30552205385,good
30697384492,good
30428563282,good
30740452289,good
30548632987,good
30627514022,good
9405402910,good
30742056816,good
30694787897,good
12613821192,good
30742124790,good
30716104159,good
17163604030,good
30735106703,good
30505017946,good
30717832715,good
30679109109,good
30669702994,good
30453296424,good
30437600035,good
30604621377,good
30699073360,good
14781990291,good
30737315891,good
20321053675,good
30625459214,good
30256432945,good
7232799225,good
30712864233,good
30623070341,good
30575425822,good
30444236510,good
30723223467,good
22903806850,good
30742135032,good
30693829714,good
30711698104,good
5467323009,good
30606809364,good
30607766643,good
30405396618,good
22901180292,good
30449799389,good
30737760794,good
30138201394,good
30746252311,good
30463158231,good
30590967751,good
30614265669,good
1304500422,good
30428582338,good
30419529984,good
30737163908,good
22859118723,good
30733254612,good
22880385894,good
30689350932,good
30585347721,good
30616217359,good
30745158504,good
30686147481,good
30733547355,good
30733147845,good
30391925830,good
30693201042,good
30303040859,good
22924800885,good
30082303170,good
30739743409,good
30295952701,good
30661453910,good
30589393523,good
30438906834,good
30697837428,good
30691993712,good
30587634545,good
30377316722,good
5467365175,good
30575352944,good
30471161509,good
30699070163,good
30699307001,good
30737435625,good
30339328685,good
30737874872,good
30710533240,good
22408997126,good
30445042201,good
30358789301,good
30702935530,good
30585203150,good
22408970116,good
22707166985,good
30035770233,good
30655702234,good
20399170187,good
30563797575,good
30717741992,good
22535152806,good
30698770246,good
30733502362,good
30239615589,good
30310721089,good
30275771191,good
30716746941,good
30743710927,good
22641192050,good
30717321361,good
30334124235,good
30738069511,good
30697830029,good
30700168003,good
30492630935,good
30697800841,good
30738417648,good
30669697251,good
19675227218,good
30649384871,good
30664633613,good
30620229292,good
30436794983,good
30697384429,good
22732607947,good
30465801773,good
30737427652,good
30430889618,good
30520535915,good
30665755067,good
30727537904,good
30744348359,good
30586058691,good
619688794,good
30739858827,good
30739748731,good
30739297260,good
30742129215,good
30647738240,good
30746863131,good
30505778255,good
30601411809,good
30738242830,good
30551329925,good
30336816114,good
30744101299,good
30489049968,good
30336560867,good
30315259207,good
30696005079,good
30692035694,good
30577383565,good
30606265973,good
30518827784,good
30692995390,good
30697808233,good
30738591295,good
30660094909,good
30734929883,good
30551327216,good
30747480451,good
30697357757,good
13249478451,good
30604957867,good
30568022617,good
30605180080,good
30275932043,good
30722955381,good
30665880149,good
30605985924,good
30648093953,good
3547448912,good
30734757909,good
30573850321,good
30049170918,good
30693367406,good
30606164086,good
30699499073,good
30046191457,good
30733143808,good
30656992403,good
5467327675,good
30726544255,good
30735256560,good
30575348521,good
13686906972,good
30583390236,good
30564354676,good
893249769,good
30601279714,good
30669021289,good
30604897613,good
30739864692,good
30530747641,good
2212389845,good
30702933653,good
30733249146,good
30738852476,good
30689742198,good
30519375985,good
17309479142,good
30733508683,good
30617516101,good
16428300969,good
30733520949,good
30748874281,good
30424869769,good
30589391661,good
186741428,good
30749501423,good
30749710041,good
30551327230,good
18700775715,good
30739713939,good
30697270008,good
8155792177,good
30734884357,good
30697616901,good
30604964020,good
30630059468,good
30559387003,good
30162458788,good
30740175031,good
30720962990,good
30601018949,good
30739315285,good
30686154991,good
30699949331,good
30606451788,good
30573265015,good
30531024850,good
9314360862,good
30636313044,good
20223584430,good
20469058220,good
30744760812,good
30714896387,good
30553534052,good
30060666804,good
30698968816,good
30699070883,good
30631912197,good
30580446203,good
30575415228,good
30577528316,good
30028168193,good
1314771786,good
30737360821,good
30457658350,good
30738928616,good
30616011517,good
12154872863,good
30081565367,good
30577552780,good
30605088460,good
30726244245,good
30582647254,good
30765829938,good
30738963168,good
20338166091,good
30373362461,good
30406064182,good
30733039263,good
30635444094,good
30591661420,good
30310721090,good
30192012755,good
30699448725,good
30700120979,good
30695593097,good
10042376521,good
30615147334,good
30733061678,good
30699612419,good
30720797327,good
30725401637,good
30669932742,good
30710720903,good
22540084126,good
30739468647,good
22428707562,good
30598470459,good
22780723688,good
22522700240,good
30302322626,good
30717504047,good
30561634323,good
30699641289,good
30734078516,good
30703820512,good
30697840411,good
30655386965,good
22456432044,good
30745598412,good
30144522013,good
30723753511,good
30735571615,good
30738655203,good
30134116792,good
30738360455,good
30254162333,good
30738827389,good
22915441690,good
30699630339,good
30697426915,good
30599387394,good
30623233647,good
30737740101,good
30739200883,good
30569900299,good
30472463025,good
30031408279,good
30282659419,good
30697589680,good
22481136212,good
30699161484,good
30699139656,good
224140372,good
30652645369,good
30646868355,good
30717107101,good
30128894295,good
30698840906,good
30715481741,good
30722530139,good
30582854817,good
30401563289,good
30706477244,good
30026922200,good
30733373633,good
30159792323,good
1002643568,good
30692025893,good
30709565036,good
30532492373,good
30735572988,good
30617472169,good
30731096926,good
10042376518,good
30404653040,good
30605319937,good
30262584020,good
30739778981,good
30460786023,good
30624802417,good
920917862,good
30692368715,good
30745589239,good
30533973076,good
30701982687,good
22924898685,good
30667261121,good
30037443900,good
30551321661,good
30240236874,good
30518625042,good
22904299318,good
30738958381,good
30625297500,good
30697353196,good
30275136838,good
30551324870,good
30446364035,good
30697801108,good
30699366008,good
30139065718,good
30738519553,good
30413178896,good
30647205301,good
30744902947,good
22520788137,good
30473332378,good
30746354350,good
22903783851,good
30726874326,good
408701562,good
30734533919,good
30310717891,good
30745385820,good
30728068649,good
1409893345,good
30669026158,good
30697841179,good
30499410398,good
30695037929,good
18601263765,good
30598542039,good
30370378663,good
30661074493,good
30547042755,good
30450427184,good
11665918958,good
30607905846,good
30029271136,good
30699587123,good
30661483384,good
30751202232,good
30722660282,good
10087726122,good
30315127466,good
22871584277,good
30699484668,good
30617197196,good
22789556985,good
14895291420,good
22513634548,good
30739957189,good
30732910693,good
22779211497,good
30220052052,good
30739649293,good
30733318413,good
22520788139,good
30574961230,good
30109893891,good
30740177713,good
30509899624,good
30720535831,good
1298543009,good
30494439678,good
30588174392,good
30699119098,good
30287845534,good
30688797540,good
30080600580,good
30623237011,good
30619654945,good
30583418944,good
30580206940,good
30704789027,good
30665982159,good
30739924505,good
202569880,good
8716371607,good
30697794662,good
30342789053,good
30737300860,good
30699129368,good
81080618,good
22894500209,good
30174750093,good
30699113667,good
30699606950,good
30718699490,good
30452640330,good
22379581174,good
30697609815,good
22619234837,good
30699377533,good
30722883913,good
30606130925,good
30738651344,good
1040848197,good
30686911364,good
30605002911,good
30692766389,good
30739562785,good
30665756336,good
30343440325,good
30109602227,good
30606204802,good
30583406451,good
30356298768,good
30739326190,good
30735827609,good
30698907226,good
30457985545,good
22666086585,good
30519342991,good
30727535202,good
22408979460,good
30243170123,good
30717005724,good
30703848354,good
30738740872,good
30608328340,good
30700093116,good
30589292658,good
30446931569,good
30667607147,good
30688899045,good
30037287169,good
30141801216,good
30699082926,good
30697264996,good
30699259702,good
30731733602,good
30311010244,good
30231193991,good
30409478138,good
22448934370,good
30502723114,good
30739220459,good
30728899403,good
30688490647,good
30741864764,good
30697774881,good
30247851299,good
30652742009,good
22513631094,good
30571939719,good
30721277687,good
30737175411,good
30722406556,good
897560422,good
30573474236,good
30345717147,good
30735773121,good
30716025056,good
30738986446,good
30738932875,good
30604654186,good
30400586400,good
30612843987,good
30660957536,good
30699114461,good
2585363632,good
30296525501,good
30739898625,good
30723048130,good
30666348889,good
30699602522,good
30698810069,good
30119390152,good
30742191948,good
30080206348,good
3710950034,good
30697924889,good
30699941723,good
30725186676,good
30605748129,good
30563396569,good
30030225436,good
30645706145,good
30698068508,good
30625522920,good
30740254683,good
30697719922,good
30668279810,good
30712247488,good
30184443692,good
30706377099,good
30561554005,good
30282187667,good
30734713027,good
30090302064,good
30503768858,good
16715075061,good
30698928414,good
30130989983,good
14305289192,good
22793844412,good
30037267223,good
30337487973,good
30646103883,good
30598353380,good
9483911921,good
30739222853,good
30733150357,good
30330565047,good
30738805681,good
22699539308,good
30708380314,good
30626747960,good
30740255481,good
8178753525,good
30699615654,good
22803197035,good
30381633052,good
18711891640,good
53288257,good
30620192923,good
30746077051,good
30699113311,good
30696799975,good
7367588903,good
30704986252,good
1026835281,good
30620595053,good
30662358674,good
30740232721,good
30310714844,good
30135254805,good
30466389959,good
30661433448,good
30607318291,good
30318993248,good
30723059319,good
30706738152,good
30707355737,good
30175945410,good
30109652518,good
30697823676,good
30569979592,good
30697823439,good
30733272474,good
1936768247,good
9011151001,good
30405177539,good
30405741036,good
16873495682,good
30082154690,good
20324540219,good
30210501107,good
30733507733,good
19946029573,good
22826397364,good
30738612030,good
30551329922,good
30713269903,good
30586697697,good
30738955594,good
17759598492,good
30737908838,good
30723759032,good
30030344306,good
20601249024,good
203652682,good
30570115826,good
30315252780,good
30577514354,good
30329063799,good
1945207404,good
30697385886,good
30604967437,good
30295999000,good
30604610013,good
30433036085,good
12606323896,good
22639983322,good
30693194792,good
30737155568,good
30699239387,good
30697805280,good
30738926661,good
30598800939,good
30736917748,good
20019488476,good
30454825667,good
2455157527,good
30602604063,good
30733324891,good
30082267307,good
30428281993,good
30699395249,good
30330058014,good
30699038434,good
30620983909,good
30551329043,good
30725406105,good
17751840835,good
30405414195,good
30735519134,good
30584727977,good
22617918182,good
30195875626,good
30577515373,good
30049349888,good
30193247990,good
30259932165,good
30605084355,good
30699420095,good
1279220374,good
30613919556,good
30625832160,good
30738124309,good
30699218080,good
30617712994,good
30130637878,good
30740897412,good
22445724212,good
3444423462,good
30724220521,good
30328252406,good
30743771476,good
30741576149,good
30698760506,good
30731351911,good
30557106228,good
30210816761,good
30739023788,good
30313353765,good
30739212521,good
30205870689,good
30162461376,good
30604777863,good
30570004972,good
30569978497,good
30574901440,good
30699334611,good
30697841017,good
22817866046,good
30697553669,good
30584734372,good
30238758221,good
30718484504,good
30413221832,good
30329849320,good
30617342046,good
30218117004,good
30107644551,good
30302327131,good
30609648341,good
30749824167,good
30609893899,good
2167109007,good
30398609711,good
30615837995,good
30250289946,good
30621801350,good
30745953016,good
22857262972,good
30037394540,good
30471855722,good
22779228164,good
9180305972,good
14782000809,good
15243867308,good
5609937940,good
9081734968,good
30748860136,good
13061662313,good
13190935085,good
30739742603,good
145641248,good
30617250909,good
30706278055,good
30663162020,good
30703868458,good
30401640711,good
30765825166,good
30450421251,good
30698829352,good
30378770142,good
30746206967,good
30688666643,good
30375186656,good
30738625184,good
22505126438,good
30733304234,good
30605002906,good
30692911834,good
30686148460,good
30499971826,good
30141234695,good
30740363107,good
30554033211,good
22532747822,good
30355093984,good
30599395577,good
853260977,good
30505313699,good
22857327509,good
15243867339,good
30739813539,good
11615276270,good
30748201995,good
30230523029,good
14689267247,good
1159583064,good
30631899395,good
5812643106,good
30551139570,good
30688634539,good
30620563814,good
30720520646,good
30697259757,good
11904072391,good
30613666908,good
30423784529,good
30737695135,good
30745956314,good
30737218849,good
30699420193,good
30584370675,good
30686151549,good
30738265793,good
30652063616,good
30406226049,good
30586485388,good
30737350198,good
30740419516,good
30699612343,good
30668298328,good
22540084392,good
30731101074,good
30744401395,good
22379576241,good
1422807600,good
30699601323,good
22445730235,good
30744969808,good
30420945188,good
30625534256,good
30359763683,good
30723524922,good
30739178865,good
30699300014,good
30738050607,good
30697838360,good
30697826025,good
30211135285,good
30421269770,good
30749007966,good
30650762517,good
22419210544,good
30744972203,good
30725597606,good
30591580945,good
30504484009,good
30667349910,good
30358800470,good
30709885630,good
30737959793,good
30604783277,good
30546634548,good
30281694975,good
30551328085,good
30697263746,good
30372089055,good
30546460006,good
30720300158,good
30699412507,good
30424541099,good
30686151408,good
30591474295,good
19102316752,good
30231198684,good
30724780101,good
30698806551,good
30514112677,good
30725469449,good
8323438657,good
30037254254,good
300673692,good
30353098740,good
30307557178,good
30159804034,good
30606220479,good
30732805546,good
22536083174,good
30740160431,good
30369176851,good
30601282771,good
30733206448,good
30734008677,good
30739672428,good
30035376941,good
30748849589,good
30734407193,good
30724679003,good
30695991902,good
1425179731,good
30551324255,good
30295631578,good
30727476241,good
30686153919,good
30697795678,good
30697399379,good
30656368933,good
30280612615,good
5467367405,good
30667088339,good
821762810,good
30699611545,good
30669088966,good
30318024341,good
30724512457,good
30699157273,good
30557152650,good
30286630270,good
30732388205,good
30583912319,good
30486883639,good
30603728907,good
30262169359,good
30698944261,good
30727920137,good
30615786882,good
3260924086,good
30467530249,good
15213299214,good
30575426911,good
30432414014,good
30736827452,good
30432415978,good
30746219596,good
30697838191,good
5467419940,good
30109814072,good
30716223156,good
22891599666,good
30738415414,good
9747476466,good
30320977804,good
30745589841,good
30692036928,good
30556436421,good
30183878003,good
30635227750,good
30604772579,good
30665391979,good
30315250775,good
30699291283,good
30751492362,good
1358285594,good
30737146276,good
20010651180,good
30463886288,good
30738544278,good
2901541692,good
30548269728,good
30742166489,good
22913608978,good
30049148182,good
30563768039,good
30364264343,good
30752680995,good
30566790787,good
30603643209,good
30449801145,good
12354868477,good
30574565692,good
22599912075,good
30712210924,good
30739028987,good
30699347348,good
30667372039,good
30312795298,good
30605050128,good
30742721022,good
30472450701,good
30693585218,good
30099316196,good
30242933811,good
30606299036,good
8716371597,good
30403085345,good
22861779151,good
30663600191,good
30606259825,good
30560864291,good
30142497068,good
30304172254,good
30709166268,good
30599169771,good
9964140678,good
30601283531,good
18115185057,good
30586062784,good
30435294925,good
30697574325,good
18837117200,good
30551329045,good
30745395069,good
30601387320,good
30739705431,good
30715435615,good
30255549530,good
30669080336,good
30699887432,good
30699198417,good
30700605981,good
30720509814,good
30697830111,good
30735047303,good
22614501349,good
30551321664,good
1279220376,good
30601372495,good
22778441084,good
30738445421,good
30620373101,good
19999440102,good
30192608811,good
30597663211,good
30606282706,good
30699298604,good
30606087970,good
30551320885,good
30050693198,good
30310723028,good
30697484601,good
30315254532,good
30601479379,good
30380091319,good
30012777424,good
16145374882,good
30699636946,good
30646234402,good
30742717317,good
30598562343,good
22629703150,good
16954201242,good
30614891979,good
30695690042,good
30496211368,good
30697834748,good
13031945742,good
758781815,good
30739763547,good
30514009204,good
14604789313,good
30650025110,good
30730573679,good
3876264608,good
30697819189,good
30509345338,good
30372470317,good
30742153106,good
30697839467,good
30577444436,good
30551321665,good
30510151865,good
30724512552,good
30109766688,good
30699606971,good
30604969041,good
30662621905,good
30582100874,good
8942636561,good
30738511190,good
30667379115,good
2229801668,good
30649804224,good
30709559755,good
30575416431,good
30742719869,good
30334129918,good
30739726621,good
30692330256,good
22408987862,good
30694110362,good
1945206488,good
30699053797,good
30291867066,good
30577494154,good
30737703653,good
30688647653,good
30355149050,good
30666983668,good
30740263692,good
30247029863,good
30687917077,good
30641993040,good
30248471857,good
30662194950,good
30598919636,good
30059223000,good
30504224197,good
30109651256,good
30617855661,good
30697360251,good
30465653601,good
30237350536,good
30739116761,good
448232470,good
30737888766,good
16578327945,good
22680042894,good
30739743453,good
30405474643,good
22750996687,good
30699607334,good
30736918900,good
30381060305,good
30339252409,good
30655570241,good
30748975066,good
10523593645,good
30029273099,good
22743012772,good
30732706867,good
30737875680,good
30669024311,good
30079515344,good
30747667701,good
30575425918,good
30739426067,good
30739935647,good
30659099425,good
30379831001,good
30605032241,good
30580448071,good
22882376464,good
30615976100,good
22608666448,good
30686853429,good
22599865793,good
20625638905,good
30436330082,good
30589391674,good
30694824813,good
30067575966,good
30692049664,good
2713759101,good
30037531689,good
30738829348,good
30699864791,good
13192340019,good
30561757000,good
30339991946,good
30574920638,good
30230501546,good
30703869132,good
6932953139,good
30619716027,good
22482441736,good
30734888081,good
30606115954,good
30663605172,good
30606168294,good
30424739626,good
30606221918,good
30699109710,good
30475186111,good
30693189281,good
30744902506,good
30699446942,good
30667988256,good
30427437325,good
30739084457,good
30669036499,good
30709993838,good
30666611403,good
30341991515,good
30650042590,good
30084423157,good
30276681613,good
30718767852,good
30733402582,good
30669081712,good
30693730978,good
9816204033,good
30699613939,good
30688041480,good
30422028741,good
30692952354,good
30470211928,good
30612886464,good
30593685545,good
30515812864,good
30722935636,good
30015413019,good
30737872016,good
30252749102,good
30703674939,good
30708986034,good
30711723463,good
