book,binding
30323050357,4
30422404972,0
30604418718,4
30722632343,63
30698789434,63
12595774363,63
12799998270,18
30749412238,5
5635577810,5
9477585662,0
30720814540,5
12901433666,3
30689144768,5
22381562254,4
30728102403,0
30109403164,22
30651732514,5
11488336858,63
30603857613,63
30737913493,4
22759302953,5
30261350207,0
157218794,5
30422376277,0
10997521734,3
30641990164,0
1236548815,5
30740059404,4
12056998540,0
22900738198,0
30111493491,0
30742534112,80
30684134724,0
30230518210,0
30614128247,63
12736795864,0
30342961175,5
30762259774,5
22846008017,5
11883869079,63
30137459752,0
30528876994,0
21975745554,0
30619972103,3
30607542797,0
30230203439,0
30699255356,63
14461303775,81
30753148046,5
1171065231,3
30651406824,0
1128066401,5
30137484911,0
30697784165,0
21495634211,0
30752321497,0
30699591144,63
22557661397,5
30699614797,63
21008789909,3
30086721247,5
1005238428,63
30699355829,5
30655650559,5
30575356497,5
1116721741,3
30137494432,5
30732848686,4
30627111052,0
30113312455,0
30747254216,63
30330418502,3
30326152612,4
30664413569,5
30137480256,0
30745045120,4
30566492781,63
226751724,3
30617377986,0
30697786640,5
30599987689,5
30644604902,2
30750310840,0
30679249211,0
30059052774,4
30511887953,82
14914486319,63
22575683919,3
30292993144,4
6270823381,0
30731349001,63
927977128,5
30082670605,4
30239916178,0
30348963012,63
30664854064,0
30227491027,0
22864006454,11
30137537846,4
30697842653,0
30698893588,0
30635514413,63
30617473765,5
30744412900,0
30275773208,4
30703866098,0
30636310855,0
16671755573,11
30368911828,63
22701889744,63
500996707,5
22572746414,5
30652642578,63
30604433790,3
30697298617,0
30268654707,6
30712476245,0
30508635548,63
30697373860,0
30628441039,5
30727102857,0
30615985386,83
3267433599,3
30240240644,5
30277263399,4
30364940708,11
30268850198,6
30514898082,5
15915791166,3
14943013837,11
3104956734,5
11627945647,3
65621722,63
22877227051,63
19084570461,4
30625924481,5
3104411390,5
30264943561,6
30554180419,5
30137542038,0
30705456122,4
30605795175,0
30699600823,5
30242206666,0
30666270525,63
30699172792,0
30737721593,4
30733579621,4
30525605259,5
30370358007,63
30738591882,4
30641846262,4
30727213508,63
22531841496,3
30699645287,5
30701814197,4
30664816186,5
30378488958,0
30603639439,0
13761174398,5
20978234399,5
30317331158,63
30062566676,0
30253519115,0
6327898888,0
30420754664,0
30652085662,0
30137470811,5
13036750433,15
30712986298,0
30699645135,63
30713826410,0
30334573043,0
17720022583,5
30270626434,6
30737563275,4
30551324254,63
22802203124,2
30739057414,4
847181155,3
30737324533,4
12923702541,85
30330559769,63
30737082280,4
30648945658,6
865301163,63
30081654624,4
30612059029,0
30000193057,3
30282668050,63
30726569271,0
7194719052,36
30748476954,0
22833278790,63
30725526272,63
30040430160,5
30618451551,0
30699890805,5
10300781348,63
30607491792,63
30448824823,11
22539793875,4
30268504916,6
30737910957,4
12815278090,63
19606290662,92
10431595775,5
22880059861,2
30187950621,0
1856191637,4
30081784286,3
11033829,5
30380733644,63
30312800047,63
30665818150,63
22865038030,0
30412522268,5
30611113189,0
30704942987,5
30738144396,4
30635995724,0
30698088905,5
21553367643,5
30644452203,5
30699363134,10
20132274634,0
30722796175,3
30697499084,0
30588831361,4
30727518070,0
30137474195,0
22844627982,43
22706507231,63
30685561094,4
30407586952,3
30747766351,0
30426939488,5
22413517094,5
30220032706,4
30636759684,0
30551321659,63
30749470123,4
22769487156,3
30724606663,63
30554313503,3
30019245562,5
30737867894,4
30706022753,5
22622882405,5
22536451488,5
254659082,3
30282664473,63
30717143448,0
827315172,120
30694115034,5
30722949481,0
18487241338,11
30723908255,63
20001367556,3
30650026423,63
13262589659,127
30269810290,6
22408985164,63
30365693875,5
22885690427,2
30267387657,6
30599771350,0
5323396518,4
9889725942,4
30667361573,63
30268496893,6
12702053365,3
30728740137,63
30699868796,0
22897196467,4
1139478956,5
30737468947,4
30608408510,63
16956632895,4
30468075339,5
30324002434,4
30699639077,4
1205697635,15
30085240164,0
22507721140,5
14280577405,3
22845873049,87
1022547207,0
30266991068,6
30551320883,63
8736065356,18
30697731852,5
30712280319,63
30513069011,4
30285771091,0
30699602012,0
30346756891,5
30739749613,4
30411721073,3
30604843805,63
17355172590,4
6942100761,63
30699150987,0
30617009218,3
17534296467,6
8881513782,63
30129971385,0
9633256678,2
30606858717,4
17774301360,5
22420025252,5
30664824365,5
30664004602,63
30265142357,6
30548679382,0
30656585161,0
30267286633,6
14226246530,3
30567638790,4
22924841073,0
12256569371,63
30370090423,0
22917411421,0
22618341034,3
22543220215,5
30699229774,0
30744911138,63
30637125545,0
30740422204,36
30625406988,63
22902570164,0
14417685998,5
30612517738,5
30715688250,63
4439321814,0
30137511036,4
30610274592,5
30192872675,63
30718294621,0
224743286,4
30698850608,0
30229358913,3
30110114409,3
30031159229,4
30744396851,0
30734214177,0
30740002399,4
30697419880,0
30738356447,4
30695816524,5
30443408771,4
846020490,2
30091810829,4
30721287868,0
30197520706,5
30020950008,0
18464858902,4
30320730583,4
30669034390,63
104346672,3
30643992597,4
30609890536,5
30452966296,4
30698787562,0
30733449378,4
30575384382,4
22128836884,30
30574566188,0
30328853556,63
30739099498,4
30444346549,0
30449761584,0
30413511991,5
18899541246,5
30635706238,0
22526701840,0
30345051507,5
30577517901,63
30419756606,5
30651521356,5
14325938374,30
30661087379,0
256397212,4
30661429534,5
30604679560,63
18385031911,3
30715054889,0
20607058470,11
30466490955,0
6928086771,36
71951675,4
30109652188,3
18845296080,5
22916674433,5
14889274109,3
30352489039,0
30190752960,4
30699192668,5
30686145728,63
30137490525,0
30687664093,0
30715443473,5
10042376520,63
30712370758,5
30740181875,4
22877343234,4
30686881413,4
30739518914,4
22769487173,4
8691920758,5
30716174416,5
30318986838,11
22908459577,3
54347660,3
30473755972,0
30521955148,3
30741036289,4
10325345522,5
30498273794,4
30435488834,63
11522976400,4
13253717157,4
30711921115,63
11120467007,88
51727652,3
30697264688,0
30738455478,4
804133190,4
30085227243,0
30110393609,3
214566439,5
14781998780,11
8667937342,0
30577410891,0
30746039704,4
30714899388,63
99434603,3
30697852450,0
30139025315,0
12755838430,22
30711841068,4
30447168527,0
30737275526,4
369221706,5
30137482102,0
22883547774,5
22856925082,184
30629493028,30
30525361725,5
30740323054,4
17707785057,2
30711969006,3
30607237037,0
1368864025,3
30575352369,63
30731326426,0
30715038197,5
30326061903,4
616044899,63
22504946651,63
30627664676,30
30137587756,4
14883183390,0
255080720,0
30344056021,5
1285575094,3
30715564100,0
30697818025,5
30717861045,0
30696679224,3
1262141130,0
5520433609,4
30739676793,4
22883614773,2
30489524149,4
22619683436,3
30375185456,0
30137496342,5
2638836678,3
18026369760,3
22786084360,63
30715373943,0
30137569588,5
30739526254,4
5228371536,11
30738745277,4
865303154,63
30733204426,4
30666802895,0
30515915093,4
30699557762,5
30612975218,5
30244348585,0
30441339401,0
30583281088,4
30620982084,63
30738188721,4
30330052626,5
30699172365,0
30698084532,0
22494347715,63
584218320,5
30219512434,4
155975492,5
30669944376,63
30731245606,90
30610978043,0
30556333572,0
30622897053,5
30739971663,4
30719424125,5
30620571785,0
30699766002,0
30301143323,0
22639829216,3
20147901412,22
30551326312,63
30551321660,63
21467959943,4
30686148505,63
30546633806,0
30749492884,63
30642752012,3
5467418592,63
30499955734,5
30697754459,0
30745246226,0
18481393194,0
30271357643,6
30617735453,4
30709322001,63
30621264483,0
30718318329,63
30591018680,0
22560630213,127
30697796525,0
22701875168,5
1190707329,5
30699895061,44
30095600470,0
22754727956,11
18870861003,63
14895281444,0
30003325102,4
30727289379,4
30733559476,4
21763107246,3
22737562154,91
30137477793,0
30719637576,63
21555533323,3
30445834987,5
30510223907,3
18742061600,0
12452887565,3
30746350468,4
30137522520,0
30271032922,6
22555766146,5
9358252757,5
18774587783,5
30686152404,63
30044058176,5
30575177423,0
13242170019,4
30708301686,92
2795338709,63
30368024528,0
30723844985,0
22513683675,4
30744974998,5
30269812970,6
14782003166,63
30725529958,0
30733291433,4
30083816059,5
30664216544,63
22618049166,0
30695880944,5
1240598454,5
22917380061,63
88327561,3
30699478590,63
30646861433,0
19682808577,5
18700796427,73
71946375,4
22499315644,4
30546097649,5
12298373926,63
17398980716,11
30646101060,0
30258329221,3
30301069994,0
30666502790,0
10768942320,3
30642948498,4
30687640451,5
22769487166,4
30666012724,0
30745149163,5
30577527952,0
1181159686,3
30623234546,4
10626139962,4
30717061836,0
30650046060,63
30282664554,117
22734094801,4
21811673296,4
30706819367,117
22581585718,5
853492556,5
30720387526,0
30033145730,5
30556879850,0
30744815152,5
30282662612,63
17976341577,5
30213079270,0
30239865928,0
30035395411,0
30727114485,92
30602341825,63
30736432148,0
942016599,11
19448039442,2
30698998638,63
30097022727,0
30606257554,63
17231156041,63
22308501689,3
10665755109,5
30137592810,4
30697717994,0
21034847088,11
30738870220,4
30347680405,0
30725189779,0
9681990677,63
22494507645,4
21399529992,4
30623260996,0
30733014840,4
30606155856,0
30573257264,0
1274398111,5
30304710366,63
30137478181,4
30669944789,63
15163418190,5
30739633051,4
30388101556,47
30308786944,0
30231194634,0
30699399411,5
30745899569,0
30310721985,63
30762942934,5
30616873620,4
30699300850,5
30667736899,5
15470076869,0
30025720530,3
22867555168,3
30699619569,0
1355147774,5
30679123520,0
1425197655,30
22901391307,5
30739165252,4
30405443822,3
2709164695,4
12310387281,5
30721787458,5
30704879589,5
30697688287,5
30420753824,0
30606745095,0
30189036804,30
30593721203,36
30531690291,0
30748457771,5
22453188668,0
22760802103,5
22384869301,0
30228181891,3
30213077216,0
30404065798,5
22868404411,5
4763916832,63
9684008603,63
30219124771,5
30328672128,0
30599515634,92
30671474755,4
30697647947,0
30717103239,63
30204567419,0
30541515424,63
179316482,4
30716749197,63
4584148713,0
5633282540,3
30467090294,5
15527906473,4
14781991204,5
30575325266,5
30716336339,63
5553529966,15
30691028347,0
30641300466,5
30551320880,63
30698823755,5
30740276026,4
30699139506,5
30689848837,5
30700137178,0
30043098098,6
30303397823,5
30356302375,5
1413453361,3
30554549586,5
7044360182,5
30715433199,63
30738087441,4
30619266501,0
10183513673,4
30747396785,5
30594903194,63
30558461383,5
30049566067,0
30430210460,5
2589692468,3
30739858533,4
30733257336,4
30718682041,63
30738607816,4
30618044067,0
30751488881,0
30520153632,10
30764766685,0
30441754997,4
30697330379,63
30473274146,5
30735363078,95
30420753895,0
9365849236,3
30713482770,0
30720528871,0
30698834435,5
30699111506,63
30717091180,0
30696002284,117
30741216439,3
30217241385,0
1158811404,63
30610767628,0
30588932537,0
30377706671,4
30663658480,63
30137476041,0
30699065352,0
30738247076,4
30557482794,5
30687537405,0
3942794264,3
30699398134,63
30728391063,0
30710507614,0
30137583216,0
30275993503,4
22853766982,3
30625153109,3
30211009479,4
30641194156,5
30354838327,5
30745733592,44
30552857048,0
30686148506,63
30077907144,0
22644693504,4
30442944248,5
30739920940,4
30568328824,4
8106155024,5
30587581680,5
30292341340,63
30733249593,4
30255570788,5
30645400366,0
30581538288,5
30732316184,0
30604706894,63
30699299047,63
22703266203,0
30424357078,63
30575888453,96
17707785056,2
30237339160,63
30428045123,0
30604979717,63
284622706,3
30551091604,0
30735396402,4
8557587798,3
30662281481,0
30499932935,5
900530144,15
30443024296,5
30669731307,63
30428378835,0
30475909522,2
30721602665,0
30692887948,63
30742644720,0
30652960451,2
30328296332,5
30655676803,63
30598210001,5
30272648104,6
30606146288,0
30627532008,0
30690785856,5
30382383293,4
30733865537,5
22402993292,30
7386826221,5
30669913770,63
30352115283,5
30739519522,4
30669677244,5
30137587145,4
30412609752,4
30706825067,63
210090564,15
30615893456,5
30712109827,0
1038934643,5
30656518093,5
30310713848,63
30699487840,0
30601365524,0
925276539,5
30747383657,63
30289735825,98
22844622511,4
4554975104,0
3582833122,3
30532341700,0
30030306233,3
17355172575,4
30717708877,0
30647183032,0
30697851238,5
12635135935,3
30750384119,0
30618063860,0
30697357686,0
30652727595,5
30713532211,0
13133944231,5
30469533303,5
12383527605,4
22621483628,0
30171678367,30
30335454061,0
30704990085,0
30551323570,63
30366598171,5
11740198847,3
30740124131,4
30212007230,0
10888942515,3
5467323428,63
30447601404,0
30282667244,117
30331168753,117
30697807814,63
8230497387,63
30749296866,63
30661900282,5
17271263149,6
30711591479,5
4467401805,5
30718893423,0
367727694,5
30720387666,0
22824993939,4
30709426961,5
30736426629,5
30319781523,3
22828276554,5
3545689081,3
30598704091,63
30720174961,4
5484830786,63
3834792329,5
30739302876,4
30305619886,4
22921303328,63
14964592417,0
30657567651,63
30735472234,0
30699141710,0
30547056209,63
30697421751,0
30648483768,5
30697842342,4
22420065532,60
21017040943,63
30604596121,63
30620553424,4
14781987783,11
30627960022,30
30621270318,3
30137543005,4
30405174658,63
4763916831,63
30325429506,4
30724876038,5
654046371,5
22639995645,3
30692853103,15
30266236297,6
30735521999,63
30524558496,11
30602650504,5
30738711985,4
30604029158,4
900502490,88
30271215540,6
22516153994,5
30609886494,0
1453394590,0
16898443201,5
30710807149,0
30612039891,4
30327415340,5
22000381849,63
30156150676,5
6505706080,3
30357928800,5
30739505968,4
30551329049,63
1324114817,3
30718739086,4
30511444675,63
30737081676,4
16303999,5
30590659329,0
22420041180,20
22516081078,2
30355552620,0
30465399439,0
30739303174,4
17899541608,63
30266447866,6
22816086489,2
22870036437,4
30737967950,4
30699009697,5
30266601564,6
30271365679,6
30725196354,63
30470952103,5
2052127905,4
30505317107,63
30137478758,0
30715977435,63
30278642969,4
22559207371,7
30625159990,3
30702953974,0
22618049226,0
30552008146,3
22413485815,5
30662101778,63
22840422347,22
30405797668,4
30739826036,4
30275666346,4
14461313830,3
30744321563,4
22513526707,5
30582856357,4
19058309992,4
202545686,4
30326968028,4
22751211936,63
30496195625,0
30533308854,0
30137539541,4
30428057072,5
30653044586,63
52767188,0
30537315088,0
30704986795,0
30655279999,5
30560894385,63
30592401889,5
30536491276,3
12735737966,5
30336377998,0
30271295715,6
30137476934,0
30223230212,4
30278150154,4
9393539215,63
30698864165,63
30571399346,5
30730936092,63
853088426,5
16600762180,6
22902124583,92
30739613107,4
30637084999,0
30611716004,5
863170239,0
30645093894,0
30626627965,3
30555544319,4
30699438486,4
30037410486,5
30335972868,11
22856925071,184
30738568437,4
30738823181,4
22399879901,4
30021895636,0
30733418880,4
18253516448,5
5467358866,63
22665761598,2
30662079143,0
22900850447,0
13395770849,63
30737334997,4
30531344693,0
22793211883,15
17774213312,5
30522166692,4
920392712,3
30583277128,4
30738837210,4
30505242095,63
30427242459,0
30695686609,63
30699135549,0
20724546985,22
30666356668,0
30641790277,4
403146240,3
30253819485,0
30137545934,4
22880213346,4
30294623643,5
30685358770,100
30384372549,5
30715507549,5
22416893436,0
22677682139,63
30144563765,87
30276000377,4
533571267,5
11520533421,0
30718645169,63
14077375656,0
30696388821,0
30737075737,4
30189040341,30
30602640224,15
7538934083,63
30741776105,4
20561616842,3
30715297094,0
30737308529,4
22513637553,5
30750371262,4
97143634,20
30250287945,3
1180993472,5
17010862303,5
22914243896,5
22920926345,3
30596063841,101
30656687090,63
5732284408,3
22620328368,45
30609551000,8
30369609049,5
30697381927,0
30549993619,0
30137476391,0
30740260986,4
22751211940,63
30310723081,63
30281104711,0
30697823793,0
30715441087,5
25845949,5
22667217836,5
22626192841,5
30316232065,63
30715058781,0
30367537375,11
30514967728,4
30698768110,0
30669088235,63
30327379137,4
2624672734,0
30722482331,63
30506921161,63
19346640349,0
30277842542,4
22519645494,4
30540052701,5
30699102756,0
30381952318,0
11043698610,3
8731326767,5
30014728347,63
30690847758,0
30159792334,5
30535418884,63
22866667280,11
30034478638,4
6034491856,102
30368858372,4
8326461666,4
30697844853,5
13242169681,4
30733446366,4
22521759448,30
30739801806,4
30453139612,32
30380746571,63
22786084361,63
30704990920,0
30137547976,4
30573345974,0
1007885721,63
30716515588,63
30643988229,4
4514284558,103
30095661408,63
15296155759,63
30137527969,4
30277819063,63
22795812327,5
86460727,5
30321995028,0
30037368036,3
21701202074,4
30615171939,0
30649779804,5
30574707771,47
30717424668,11
30611201867,0
30536013997,5
30743441119,4
5338005399,63
30735270683,63
30372314980,63
30546380157,0
22533323906,5
30578393006,3
22485404296,63
30385103342,0
30697515341,0
30697534928,63
30607499637,63
30137532689,4
30176807365,0
19633740613,11
14680716711,5
30747772922,0
22855584467,0
30037302917,3
761348960,30
30019397510,0
30699138151,5
30195977936,0
30684734139,0
30730801328,5
30575191536,0
30737918783,4
11410712357,63
30230513104,5
3879465545,5
30422383757,0
30640501911,104
30327737189,63
30687704182,0
30731130732,5
30443532237,0
30604797978,0
30691233170,63
30613932909,5
17042952813,5
30696395174,0
30747386750,5
1112113673,3
30458760820,63
30619249859,63
22513649275,22
30384222195,0
93651659,2
30643012111,4
30164618603,4
30606216650,0
30748195359,0
22903509908,4
8941048363,5
30685685251,4
30468644719,5
30473714015,0
22880059852,0
22861779152,3
30089549105,4
13281626940,0
30270688045,6
30310711884,63
22485071012,222
3192622214,18
760373109,0
7293908898,5
30137475090,0
30275646941,2
22575586411,2
30645135859,0
11052011684,5
30507665425,4
30737434328,4
22413833849,5
30321823438,5
30699587921,0
30038231869,3
30688561002,4
30605252361,3
30691655897,63
30702501732,5
720784757,63
30667605975,0
30366615202,0
30594940190,4
30709356645,0
98016620,4
22742908918,63
30593703524,0
30579989150,5
30122565528,5
30620975895,0
22420055204,105
905247349,63
14781999094,22
228467616,5
30031307482,63
22803262044,3
30536378804,0
1394920557,63
30707694275,0
22829833476,63
4403519080,5
20463644523,0
22449391861,5
30210898427,0
30493756208,0
30695961949,5
30656569891,4
6774820850,4
900502483,88
19176555832,5
10816408599,22
30548276029,0
30486049628,5
693211832,5
30686432690,22
30171790511,5
30740667158,63
22666464225,3
30613431280,0
30711223720,0
30577482361,0
30642550950,4
30046529192,11
22271875372,5
30022197527,3
30193650444,2
12736460230,5
22754527390,5
30265367470,6
30662454240,32
30617478832,0
30739613488,4
30688491442,5
17498862940,5
5484849816,22
1331850442,63
30575350456,63
30679065572,63
30552853561,106
30601345268,0
30556111429,5
1002206963,5
30734504649,5
11120466016,107
30734191799,5
4641067196,4
30264418821,0
22532035809,4
30637031381,4
8880777916,108
21512537056,15
30267161360,6
305678856,63
8524484634,5
30611558768,0
4250500014,5
30661450904,5
10593569298,0
30749576862,63
30699289943,63
30629532301,30
30699588958,5
30176094408,3
30171197929,5
30719888693,92
30554316024,3
30651531472,3
30531352009,63
30268494875,6
29391816,3
30688713136,4
30282661770,63
546832945,5
22639987319,3
30733020080,4
30137477802,0
30310717749,63
30717003222,0
30731369776,5
30750383325,0
3908620809,4
30137471726,4
30357561497,63
30699635095,5
22903516502,3
30140099460,3
22608633408,24
30707468590,63
30294459427,0
30733859445,63
30037379674,3
30699257868,0
30635707915,0
30333341024,0
30556441627,63
15716753937,0
30738932128,4
802060872,15
22450899835,63
30531522320,4
30736969876,0
30610908880,0
30600549934,4
30721568505,0
30578475073,5
1002048565,5
30662506292,0
4838701192,103
30669040040,63
30679121269,63
30021873718,0
30137540002,4
30598411116,0
30265911223,6
30697513411,5
30137537841,4
1236247631,3
30708194138,0
30448829857,63
30605793166,5
10910765410,5
30737135761,4
30592678858,63
22427829425,4
30420756694,63
30527147654,0
11115082548,5
5711479575,63
30740272677,4
30697613068,0
30282662798,63
30315609889,5
30737555490,4
30724588524,0
549661597,5
30706168745,0
72195263,4
30014257246,63
30737720321,4
30740165278,4
30699490843,0
16957502267,120
30180677666,5
30137484010,0
30561753915,4
760022861,5
10977316197,3
14407574212,3
30221086208,0
30716272135,4
22844628453,71
30354980005,5
30708456381,5
30711814411,4
30529667991,0
30577489463,5
30697392628,0
30606056288,63
22908203101,5
21957701674,0
30117395593,63
30665781662,63
30455653013,0
9628220865,2
21726951,5
22332993759,3
30716025333,63
21368378477,3
30271062061,6
30458279143,5
22672225373,3
30748855035,5
20165460291,15
30738906620,4
8326463534,5
22903510892,4
30739680413,4
30697411487,0
30699365244,0
30280497814,4
30001186195,63
30137484913,0
1876379322,3
30748172492,0
15683045531,4
22522700518,3
11661053834,4
30496448398,5
5467328155,63
30661516952,63
30735295869,0
30692074946,0
30693176106,0
30279948442,4
22888908418,63
22506238390,2
30619217674,5
30404104746,0
30577501454,0
30604591500,63
30420511204,3
30740019879,4
11410712425,63
30712502629,0
22842055238,5
30737371572,4
19694306083,0
825365343,2
30137470434,0
7438596476,2
30325601677,4
30715140699,111
30644030833,4
30749013169,63
30726565707,63
2992155379,63
30568972693,11
30738042100,4
19300049014,5
22894985262,11
4818056178,24
30267986250,6
22408971518,63
30669090138,63
30687844305,0
30602255627,63
30736840202,5
30267169950,6
30443105087,5
30743797342,63
30276049691,4
30717018925,5
30745662242,63
22903499307,3
20651367683,2
30664555996,5
17533804540,112
1377092612,4
749002592,63
59876390,5
6455009425,63
30035582343,5
30582623637,0
30046174513,63
30509619131,3
30647260168,0
30752070490,4
22415276393,4
30267500003,6
30268499448,6
30738897935,4
30266989839,6
30733437959,4
30614173646,4
167931972,5
22656981351,6
30242203153,0
30429305534,5
30287735465,11
30699320002,0
30667393263,63
13903476720,3
30719797283,5
30662356042,4
10063944739,3
30663723126,63
30697812921,5
30470221781,4
30344282644,5
22513662223,5
30619259199,5
30649623357,63
13032319533,4
30532693871,63
22642453987,11
5971880238,0
30620148430,0
14461304751,33
30137518402,4
30718812234,0
3486692730,3
22630855878,5
30667925403,0
30699301827,5
1958318849,2
30620269511,5
30725204010,5
12005541472,5
30730594000,5
30565567665,4
30732788433,0
30749704262,4
30742103088,4
30718607727,4
22405477612,5
30282129974,4
30467340520,0
30267187692,6
22470496942,184
30583274628,4
30720545547,0
30605727934,18
30474660030,0
1416199206,3
30578940521,5
30597976071,5
30330195886,5
30469069125,63
30731354906,0
1399292907,3
20847565107,4
30506709116,5
30742124873,0
30040176609,5
30507056583,63
30137544139,3
11488337062,63
30716047692,3
22516081076,2
30611260579,0
30718696982,4
22903511548,3
30716950307,5
21812039805,5
30417719154,63
30697436775,0
30699018563,0
30642147617,4
30664888260,0
30640195430,5
30749420615,0
30716027314,63
30500489883,22
30458434951,5
30272244506,6
30258388391,0
30707771942,5
30735331071,0
30270245696,6
30699551593,0
30698784588,0
30698360225,0
30611596880,63
4720968582,15
30664196213,63
14921655816,4
30117905676,63
22559624404,0
22861779150,3
30291528162,10
3726414581,5
30599479008,63
30699181421,63
14781986504,5
30699083315,5
30733204704,4
30746316819,5
30697373833,5
12286806950,63
30750277314,0
30203808910,5
30137473210,0
30617592334,63
30185505467,63
30137483096,0
30137537848,4
30747285185,0
30737249698,4
30649468871,11
1233884209,15
22409590577,63
22778476763,4
162989878,63
30697765472,63
30266444843,6
30734298595,63
30699161314,63
22877224283,63
30130932910,0
30607502567,0
30734403222,5
11690205091,18
30652693117,5
30736791522,0
30502244286,0
30728739939,0
30282501056,4
18020271789,113
20313393,3
258213710,4
22505276083,63
30491619237,2
18500752637,5
22923707208,3
30337574502,5
30733141708,4
22877224284,63
30691538998,5
30051369803,0
30671530710,0
30707456562,5
30610610772,5
30688557041,4
30602597695,63
15520993925,3
30429760666,5
30137486897,4
30692382464,0
22877631925,4
30356362668,0
30577352565,0
164668252,3
14333142341,5
30137482108,0
22513714468,22
30709540417,0
30719786807,3
30670317291,0
22889310170,0
30420372960,114
30739316808,4
30739099772,4
30355307467,63
30652304165,11
22903501357,0
30665066187,11
3876264610,63
9546697226,3
30737708591,4
30172717196,5
13651918145,5
30737945885,4
30551005794,0
30262937924,0
22639995644,3
22487409844,63
30698959711,63
30616519393,63
30137495366,5
30693472464,63
30552397389,5
14781989516,22
30670480995,5
30282668985,63
30265656203,6
30729619519,0
30530180927,63
30686355495,4
30137479597,0
1329938318,0
30242206321,0
30697702430,0
30555893117,5
30037632262,4
17231168907,5
22586134139,5
20734549303,22
30381749812,5
30574995893,0
30394909983,3
30603298152,63
30733835159,5
30577257996,63
30558106693,5
30137546008,0
22487748272,4
30573981845,0
30642173924,4
30695792379,0
22516815362,2
1055037012,63
6342888920,4
30737892295,4
30652102869,3
30748987490,63
30739224261,4
30407511308,3
30137544966,4
22853869731,0
30109967281,3
30697745135,0
30699485622,5
30392267007,5
30689858725,5
724617700,5
30109854803,3
3079620522,63
30575273003,0
30738867239,4
22895755360,5
9580901994,5
30596074153,101
30700014200,63
20073052308,3
30265143294,6
1023027183,63
30616181883,5
22879054649,63
30694516963,63
30623236685,0
30428287019,63
30598872411,63
30656117178,115
7187191926,36
30042247933,2
30699549509,0
30601436477,63
7952309667,5
22572980762,5
15783289978,5
30703820573,0
30625425703,24
30467049007,0
30724401122,63
30662762559,5
30453523512,0
30069622902,4
16371049068,2
18442252434,11
30354845000,5
30712485485,0
30551328076,63
30694876057,179
30620332591,63
30738144021,4
693433208,63
2099463407,0
30741073485,0
30740756585,63
30603311193,0
22924518812,4
30749494556,63
30268500373,6
16116364089,6
22844629751,117
30300363829,0
30732597856,4
428174396,14
18657093035,63
4616688787,63
30735303473,0
30745606078,5
30273477268,10
30614071022,63
22850529037,5
30608057635,4
30204431768,10
30139084963,63
49405394,5
30137537844,4
242855194,4
30372241334,4
22753982091,3
30711828491,5
30552187663,63
30364305215,0
30615837958,63
18232751,3
30705620976,0
30613869746,0
30698975264,0
30514047024,5
3876264613,63
30326214340,4
30733321567,4
30577529429,0
30124097866,18
30698100957,0
30223844066,0
16880343450,120
30137497299,5
30745978346,63
30699185394,5
30614818890,63
30696944235,0
30137498216,5
30203746001,5
22890297793,3
30726161170,5
16454878546,2
4448639878,11
22408984325,63
30044252798,4
30575311434,0
30606068023,0
6552240901,5
30197326909,0
30274588062,6
30210957253,0
22405289521,5
30739570340,4
30179958992,5
30581419255,5
22412093541,4
30611851704,3
30686233860,63
30546277132,4
22559208238,7
30687945235,0
22585982489,4
30575422236,63
30021467103,4
30731344976,63
30137484009,0
30524584907,0
18830780879,5
30278632308,4
9548613080,5
3942794262,3
30741585998,0
1193528826,5
22583936579,2
30081573772,3
30216823599,0
30055807543,4
22456542136,11
30738619394,4
30716748812,0
381789258,4
30587653962,63
30642036455,5
2702982500,63
30738347314,4
30708375433,5
17398975972,184
890942888,33
30740460906,63
30471205286,5
30725518781,5
18253522649,5
94682126,5
30408503574,0
30335445852,71
30700260328,4
1603583007,15
30082152131,3
30738976533,4
30740191621,4
30741069829,0
30734707377,0
30137550193,4
22425729598,4
30745469574,0
30743796323,63
30698862652,0
30546640181,0
17785004806,4
30320989634,0
30226965694,0
30737360179,4
30471151533,0
30699188930,5
11077503180,5
985236457,11
30408368247,5
30709830780,5
30330503977,0
30739949830,4
30446992613,11
22487865196,63
30697853517,0
10345268137,5
30665812695,63
30266990132,6
30687562914,0
30470537670,5
22525246814,63
30033509643,5
30737413263,4
30658750875,0
30719394866,5
30733026412,4
30271425965,6
22743012987,5
30359767863,5
9823256509,15
30706193008,63
30684481086,0
30450466857,5
416768812,5
30611419721,0
22848686131,5
22474863641,30
30500728975,5
15656482007,4
30137565671,4
30735158713,5
30420757474,0
30698847839,0
30195956978,0
30189039338,30
1945207096,2
22420058358,60
22420068816,20
7770530602,2
30694788119,5
30269257640,6
2638207388,2
16934782654,5
30347698425,5
30280359439,4
30161156743,0
30116241594,3
49589213,3
30697880567,0
30622011494,63
30361379695,0
22633590413,4
30040431922,3
30493667047,0
1472955007,51
22908872392,0
30243595638,63
30282663912,117
30395410706,4
535558563,63
20076208644,5
22395515401,4
30282662142,117
30143472507,63
30370317074,0
30551324261,63
30072916461,0
30288841057,119
30716042789,5
760983711,120
30282667909,63
30491622149,2
30575239490,0
30737423372,4
30591670023,2
42478705,5
30255855117,3
30128858842,5
30727507402,0
30288221425,3
1174641502,5
22487296751,11
22540083916,3
14777216440,63
14461310230,55
30621350559,5
30613885920,0
30574896419,5
21999721347,0
30706590179,0
30737655062,4
22928411169,3
30748274164,4
