book,condition,price,JacketCondition,Book_Info_ID,publisher_ID
30750383325,very good,$3.94 ,,3355,1072
3908620809,,$21.77 ,,3356,1399
30137471726,,$7.00 ,,3357,1400
30357561497,good,$6.23 ,,3358,39
30699635095,good,$3.98 ,,3359,172
22903516502,,$1.82 ,,3360,
30140099460,,$1.98 ,,3361,20
22608633408,good,$14.99 ,,3362,1401
30707468590,good,$5.47 ,,3363,1402
30294459427,very good,$10.00 ,,3364,7
30733859445,very good,$4.26 ,,3365,25
30037379674,good,$6.21 ,,3366,20
30699257868,very good,$3.98 ,,3367,511
30635707915,good,$4.69 ,,3368,182
30333341024,very good,$3.84 ,,3369,1072
30556441627,very good,$9.59 ,,3370,2
15716753937,very good,$2.49 ,,3371,1072
30738932128,good,$5.14 ,,3372,1403
802060872,very good,$22.28 ,,3373,
22450899835,good,$4.00 ,,3374,1060
30531522320,good,$1.55 ,,3375,1404
30736969876,good,$7.37 ,,3376,162
30610908880,new,$20.60 ,,3377,199
30600549934,new,$14.04 ,,3378,1358
30721568505,good,$4.54 ,,3379,24
30578475073,good,$10.00 ,good,3380,1405
1002048565,very good,$87.50 ,,3381,1031
30662506292,good,$5.28 ,,3382,1406
4838701192,new,$4.00 ,new,3383,1149
30669040040,good,$2.00 ,,3384,249
30679121269,good,$4.46 ,,3385,1407
30021873718,fair,$5.99 ,,3386,301
30137540002,,$8.00 ,,3387,451
30598411116,good,$7.37 ,,3388,162
30265911223,new,$42.88 ,,3389,
30697513411,very good,$4.28 ,,3390,1408
30137537841,,$23.00 ,,3391,177
1236247631,good,$10.00 ,,3392,1409
30708194138,,$16.66 ,,3393,
30448829857,very good,$6.00 ,,3394,20
30605793166,good,$5.68 ,,3395,37
10910765410,very good,$23.50 ,good,3396,1410
30737135761,good,$4.00 ,,3397,
30592678858,good,$2.50 ,,3398,20
22427829425,fair,$1.00 ,,3399,1411
30420756694,good,$4.35 ,,3400,241
30527147654,very good,$4.19 ,,3401,172
11115082548,,$108.61 ,,3402,1412
5711479575,very good,$10.00 ,,3403,214
30740272677,good,$4.70 ,,3404,39
30697613068,good,$3.51 ,,3405,768
30282662798,new,$4.00 ,,3406,2
30315609889,very good,$8.98 ,,3407,419
30737555490,good,$4.00 ,,3408,
30724588524,very good,,,3409,1413
549661597,very good,$4.00 ,very good,3410,87
30706168745,fair,$3.61 ,,3411,965
72195263,good,$11.00 ,very good,3412,133
30014257246,good,$2.25 ,,3413,1414
30737720321,good,$4.00 ,,3414,
30740165278,good,$5.80 ,,3415,35
30699490843,good,$4.65 ,,3416,2
16957502267,good,$1.00 ,good,3417,1415
30180677666,,$8.80 ,,3418,1416
30137484010,,$3.50 ,,3419,184
30561753915,new,$16.08 ,,3420,
760022861,very good,$7.50 ,good,3421,1417
10977316197,good,$1.00 ,,3422,1418
14407574212,,$20.00 ,,3423,
30221086208,good,$15.11 ,,3424,2
30716272135,new,$1.01 ,,3425,1072
22844628453,,$3.00 ,,3426,1419
30354980005,fair,$20.00 ,,3427,1420
30708456381,good,$5.99 ,,3428,41
30711814411,good,,,3429,1421
30529667991,very good,$4.26 ,,3430,429
30577489463,good,$3.98 ,,3431,1422
30697392628,good,$37.96 ,,3432,1423
30606056288,good,$2.79 ,,3433,20
22908203101,,$13.31 ,,3434,1424
21957701674,,$25.29 ,,3435,1425
30117395593,very good,$8.00 ,,3436,1426
30665781662,good,$7.38 ,,3437,1427
30455653013,new,$10.38 ,,3438,
9628220865,,$7.50 ,,3439,1428
21726951,very good,$6.00 ,,3440,1429
22332993759,very good,$20.00 ,,3441,1430
30716025333,good,$4.19 ,,3442,3
21368378477,very good,$11.00 ,very good,3443,1431
30271062061,new,$40.19 ,,3444,
30458279143,good,$7.42 ,,3445,168
22672225373,,$4.83 ,,3446,1432
30748855035,good,$3.80 ,,3447,1337
20165460291,good,$15.00 ,very good,3448,1429
30738906620,good,$12.74 ,,3449,1433
8326463534,good,$25.00 ,,3450,1434
22903510892,,$1.00 ,,3451,
30739680413,good,$4.00 ,,3452,1072
30697411487,good,$5.50 ,,3453,231
30699365244,good,$4.22 ,,3454,1435
30280497814,new,$11.69 ,,3455,
30001186195,very good,$3.25 ,,3456,1436
30137484913,,$7.00 ,,3457,641
1876379322,,$5.00 ,,3458,
30748172492,very good,$4.17 ,,3459,1437
15683045531,very good,$31.13 ,,3460,1438
22522700518,good,$10.00 ,,3461,1439
11661053834,,$8.89 ,,3462,
30496448398,very good,$8.95 ,,3463,172
5467328155,good,$4.00 ,,3464,1440
30661516952,,$20.00 ,,3465,2
30735295869,very good,$3.80 ,,3466,1
30692074946,fair,$6.22 ,,3467,39
30693176106,very good,$5.99 ,,3468,1072
30279948442,new,$10.31 ,,3469,
22888908418,fair,$6.23 ,,3470,39
22506238390,,$4.50 ,,3471,1441
30619217674,fair,$7.27 ,,3472,571
30404104746,good,$3.84 ,,3473,94
30577501454,good,$3.99 ,,3474,75
30604591500,good,$2.49 ,,3475,1442
30420511204,,$1.00 ,,3476,
30740019879,good,$4.00 ,,3477,1323
11410712425,good,$1.45 ,,3478,
30712502629,new,$11.15 ,,3479,1072
22842055238,good,$6.00 ,,3480,1443
30737371572,good,$4.00 ,,3481,
19694306083,good,$25.00 ,,3482,1444
825365343,fair,$4.67 ,,3483,635
30137470434,,$4.00 ,,3484,2
7438596476,very good,$13.98 ,,3485,1072
30325601677,new,$10.92 ,,3486,
30715140699,,$16.95 ,very good,3487,150
30644030833,new,$8.38 ,,3488,
30749013169,good,,,3489,1445
30726565707,fair,,,3490,104
2992155379,,$2.00 ,,3491,517
30568972693,very good,,,3492,732
30738042100,good,$4.00 ,,3493,
19300049014,fair,$11.83 ,,3494,1446
22894985262,,$3.25 ,,3495,310
4818056178,fair,$6.00 ,,3496,173
30267986250,new,$38.72 ,,3497,
22408971518,good,$3.50 ,,3498,20
30669090138,fair,$2.50 ,,3499,9
30687844305,,$8.36 ,,3500,
30602255627,good,$3.01 ,,3501,20
30736840202,very good,$4.99 ,,3502,1447
30267169950,new,$34.54 ,,3503,
30443105087,good,$13.48 ,good,3504,441
30743797342,very good,$5.49 ,,3505,20
30276049691,good,$3.27 ,,3506,
30717018925,very good,$3.98 ,,3507,1337
30745662242,good,$6.48 ,,3508,35
22903499307,,$1.00 ,,3509,
20651367683,,$14.95 ,,3510,1448
30664555996,,$15.00 ,,3511,8
17533804540,,$4.78 ,,3512,1449
1377092612,good,$1.85 ,,3513,676
749002592,good,$7.00 ,,3514,20
59876390,very good,$15.00 ,very good,3515,1450
6455009425,fair,$4.50 ,,3516,361
30035582343,,$10.00 ,,3517,1451
30582623637,very good,$4.00 ,,3518,20
30046174513,good,$2.50 ,,3519,20
30509619131,very good,$3.75 ,,3520,151
30647260168,good,$5.91 ,,3521,262
30752070490,poor,$5.03 ,,3522,95
22415276393,good,$6.70 ,,3523,262
30267500003,new,$25.32 ,,3524,
30268499448,new,$27.70 ,,3525,
30738897935,very good,$4.00 ,,3526,1072
30266989839,new,$55.08 ,,3527,
30733437959,good,$4.00 ,,3528,
30614173646,new,$5.80 ,,3529,
167931972,good,$12.00 ,very good,3530,121
22656981351,new,$24.30 ,,3531,
30242203153,very good,$4.35 ,,3532,1452
30429305534,fair,$7.60 ,,3533,1453
30287735465,,$30.00 ,,3534,118
30699320002,good,$5.22 ,,3535,231
30667393263,good,$2.99 ,,3536,20
13903476720,new,$5.00 ,,3537,1454
30719797283,,$25.00 ,,3538,1455
30662356042,new,$15.51 ,,3539,
10063944739,very good,$6.64 ,,3540,1203
30663723126,good,,,3541,39
30697812921,good,$3.69 ,,3542,2
30470221781,fair,$6.98 ,,3543,1456
30344282644,good,$3.98 ,,3544,1000
22513662223,very good,$20.00 ,very good,3545,1304
30619259199,good,$4.85 ,,3546,1457
30649623357,good,$6.00 ,,3547,20
13032319533,good,$3.50 ,,3548,1458
30532693871,good,$2.79 ,,3549,2
22642453987,,$18.50 ,,3550,1459
5971880238,good,$8.50 ,,3551,1072
30620148430,new,$5.99 ,,3552,1072
14461304751,good,$3.93 ,,3553,635
30137518402,,$11.00 ,,3554,853
30718812234,good,$2.49 ,,3555,182
3486692730,,$1.50 ,,3556,1460
22630855878,,$7.50 ,,3557,156
30667925403,good,$2.00 ,,3558,1461
30699301827,good,$5.69 ,,3559,190
1958318849,good,$17.89 ,,3560,1462
30620269511,fair,,,3561,1463
30725204010,good,$4.59 ,,3562,948
12005541472,very good,$15.00 ,,3563,1464
30730594000,fair,,,3564,41
30565567665,new,$26.56 ,,3565,
30732788433,good,$5.99 ,,3566,2
30749704262,good,$3.95 ,,3567,25
30742103088,good,$4.70 ,,3568,1465
30718607727,new,$5.45 ,,3569,
22405477612,very good,$15.00 ,very good,3570,1466
30282129974,new,$20.14 ,,3571,
30467340520,,$9.91 ,,3572,1467
30267187692,new,$40.79 ,,3573,
22470496942,good,$1.50 ,,3574,20
30583274628,,$54.94 ,,3575,
30720545547,very good,$18.88 ,,3576,1468
30605727934,good,,,3577,1246
30474660030,fair,,,3578,2
1416199206,,$4.00 ,,3579,1469
30578940521,good,$4.74 ,,3580,150
30597976071,good,$44.98 ,,3581,106
30330195886,good,$6.53 ,,3582,279
30469069125,good,$2.50 ,,3583,2
30731354906,good,$5.69 ,,3584,1470
1399292907,,$50.81 ,,3585,1471
20847565107,,$28.44 ,,3586,
30506709116,poor,$4.53 ,,3587,1472
30742124873,very good,$3.98 ,,3588,75
30040176609,good,$20.00 ,,3589,1473
30507056583,good,$6.06 ,,3590,20
30137544139,,$8.00 ,,3591,380
11488337062,very good,$7.00 ,,3592,391
30716047692,good,$4.55 ,,3593,1072
22516081076,,$11.50 ,,3594,1265
30611260579,new,$21.03 ,,3595,232
30718696982,new,$8.39 ,,3596,
22903511548,,$1.00 ,,3597,
30716950307,good,$5.99 ,,3598,1474
21812039805,new,$21.18 ,,3599,530
30417719154,very good,$4.19 ,,3600,241
30697436775,good,$6.49 ,,3601,1076
30699018563,good,$5.37 ,,3602,1072
30642147617,new,$27.82 ,,3603,
30664888260,good,$9.93 ,,3604,1475
30640195430,very good,$4.19 ,,3605,1476
30749420615,good,$12.86 ,,3606,
30716027314,very good,$5.48 ,,3607,1477
30500489883,,$20.00 ,,3608,1478
30458434951,very good,$8.50 ,good,3609,91
30272244506,new,$41.10 ,,3610,
30258388391,very good,,,3611,788
30707771942,very good,$3.98 ,,3612,489
30735331071,good,$5.99 ,,3613,2
30270245696,new,$39.01 ,,3614,
30699551593,very good,$8.46 ,,3615,631
30698784588,very good,$3.98 ,,3616,1072
30698360225,very good,$4.26 ,,3617,146
30611596880,good,,,3618,231
4720968582,,$9.95 ,,3619,21
30664196213,fair,$6.98 ,,3620,35
14921655816,,$131.42 ,,3621,1479
30117905676,very good,$3.80 ,,3622,908
22559624404,,$2.78 ,,3623,1480
22861779150,good,$1.53 ,,3624,484
30291528162,very good,,,3625,2
3726414581,,$27.49 ,,3626,1481
30599479008,good,$5.00 ,,3627,415
30699181421,very good,$3.94 ,,3628,25
14781986504,,$17.60 ,,3629,1482
30699083315,very good,$7.04 ,,3630,642
30733204704,very good,$4.00 ,,3631,1072
30746316819,good,$12.48 ,,3632,877
30697373833,good,$4.01 ,,3633,2
12286806950,very good,$5.55 ,,3634,241
30750277314,very good,$3.79 ,,3635,70
30203808910,good,$12.00 ,very good,3636,601
30137473210,,$6.00 ,,3637,20
30617592334,good,,,3638,48
30185505467,fair,$6.22 ,,3639,35
30137483096,,$6.00 ,,3640,1270
30137537848,,$4.00 ,,3641,779
30747285185,good,,,3642,2
30737249698,good,$4.70 ,,3643,35
30649468871,,$17.50 ,,3644,651
1233884209,very good,$5.00 ,,3645,225
22409590577,,$8.00 ,,3646,1146
22778476763,good,$7.58 ,,3647,589
162989878,good,$15.00 ,,3648,1483
30697765472,good,$3.51 ,,3649,1484
30266444843,new,$27.71 ,,3650,
30734298595,good,$2.99 ,,3651,74
30699161314,very good,$5.76 ,,3652,74
22877224283,very good,$4.50 ,,3653,20
30130932910,very good,$15.94 ,,3654,
30607502567,good,$3.00 ,,3655,20
30734403222,good,$7.02 ,,3656,765
11690205091,good,$7.95 ,,3657,1485
30652693117,good,,,3658,305
30736791522,good,,,3659,117
30502244286,good,$3.80 ,,3660,1072
30728739939,very good,$3.84 ,,3661,1072
30282501056,,$16.25 ,,3662,
18020271789,,$20.00 ,,3663,1486
20313393,,$5.00 ,,3664,1487
258213710,very good,$15.00 ,,3665,1488
22505276083,good,$4.69 ,,3666,2
30491619237,,$7.50 ,,3667,1489
18500752637,good,$17.00 ,fair,3668,172
22923707208,new,$17.24 ,,3669,1490
30337574502,,$12.00 ,very good,3670,1491
30733141708,good,$4.46 ,,3671,
22877224284,very good,$4.85 ,,3672,20
30691538998,good,$4.25 ,,3673,96
30051369803,,$20.00 ,,3674,2
30671530710,very good,$8.47 ,,3675,1492
30707456562,good,$3.64 ,,3676,150
30610610772,good,$1.99 ,,3677,1493
30688557041,good,$3.85 ,,3678,246
30602597695,fair,$9.99 ,,3679,1494
15520993925,,$3.63 ,,3680,
30429760666,,$15.99 ,,3681,1495
30137486897,,$23.00 ,,3682,1296
30692382464,fair,$6.39 ,,3683,35
22877631925,,$30.00 ,,3684,1496
30356362668,very good,$7.99 ,,3685,675
30577352565,very good,$8.70 ,,3686,1497
164668252,good,$3.50 ,,3687,20
14333142341,very good,$6.62 ,,3688,1498
30137482108,,$6.00 ,,3689,53
22513714468,good,$20.00 ,,3690,1499
30709540417,good,$8.98 ,,3691,1072
30719786807,very good,$17.95 ,,3692,151
30670317291,good,$5.14 ,,3693,1500
22889310170,,$3.75 ,,3694,20
30420372960,,$25.00 ,,3695,8
30739316808,good,$4.70 ,,3696,41
30739099772,good,$5.69 ,,3697,1501
30355307467,good,$11.50 ,,3698,561
30652304165,,$15.00 ,,3699,1502
22903501357,,$1.80 ,,3700,
30665066187,,$5.00 ,,3701,310
3876264610,,$3.50 ,,3702,1503
9546697226,very good,$10.00 ,,3703,1072
30737708591,good,$4.97 ,,3704,35
30172717196,good,$15.80 ,very good,3705,1504
13651918145,fair,$66.63 ,,3706,1505
30737945885,good,$4.00 ,,3707,
30551005794,,$12.07 ,,3708,266
30262937924,fair,$6.38 ,,3709,2
22639995644,,$19.97 ,,3710,1072
22487409844,good,$3.50 ,,3711,20
30698959711,very good,$5.69 ,,3712,161
30616519393,fair,$6.02 ,,3713,2
30137495366,,$21.00 ,,3714,1506
30693472464,good,$2.99 ,,3715,20
30552397389,very good,$3.61 ,,3716,445
14781989516,very good,$27.00 ,,3717,1507
30670480995,good,$3.00 ,,3718,421
30282668985,,$3.00 ,,3719,262
30265656203,new,$42.89 ,,3720,
30729619519,very good,$3.77 ,,3721,94
30530180927,fair,$6.49 ,,3722,365
30686355495,good,$1.00 ,,3723,1072
30137479597,,$7.00 ,,3724,641
1329938318,,$15.00 ,,3725,138
30242206321,,$11.68 ,,3726,1508
30697702430,good,$3.51 ,,3727,1509
30555893117,very good,$4.84 ,,3728,123
30037632262,good,,,3729,185
17231168907,very good,$14.50 ,good,3730,1510
22586134139,good,$19.99 ,,3731,1511
20734549303,very good,$15.98 ,,3732,117
30381749812,good,$5.96 ,,3733,37
30574995893,very good,$4.19 ,,3734,493
30394909983,good,$5.50 ,,3735,800
30603298152,fair,$5.99 ,,3736,35
30733835159,very good,$6.30 ,,3737,37
30577257996,good,$4.19 ,,3738,10
30558106693,fair,$20.00 ,,3739,1512
30137546008,,$18.00 ,,3740,
22487748272,,"$2,031.39 ",,3741,
30573981845,good,$4.55 ,,3742,1513
30642173924,new,$30.53 ,,3743,
30695792379,good,$3.86 ,,3744,475
22516815362,,$4.99 ,,3745,20
1055037012,good,$32.00 ,,3746,20
6342888920,,$30.61 ,,3747,1514
30737892295,good,$9.14 ,,3748,
30652102869,good,$25.00 ,,3749,1515
30748987490,fair,,,3750,39
30739224261,good,$4.00 ,,3751,476
30407511308,good,$5.31 ,,3752,3
30137544966,,$29.00 ,,3753,177
22853869731,very good,$5.99 ,,3754,1516
30109967281,good,$5.27 ,,3755,1517
30697745135,good,$5.68 ,,3756,671
30699485622,very good,$3.98 ,,3757,1518
30392267007,,$33.87 ,,3758,1519
30689858725,,$17.94 ,,3759,877
724617700,,$20.00 ,,3760,
30109854803,good,$9.96 ,,3761,2
3079620522,very good,$4.00 ,,3762,74
30575273003,good,$4.19 ,,3763,25
30738867239,good,$5.20 ,,3764,
22895755360,very good,$15.00 ,good,3765,1520
9580901994,very good,$10.00 ,very good,3766,1521
30596074153,very good,$1.99 ,,3767,10
30700014200,new,$21.15 ,,3768,20
20073052308,very good,$8.00 ,very good,3769,185
30265143294,new,$41.08 ,,3770,
1023027183,,$4.00 ,,3771,1522
30616181883,very good,$5.80 ,,3772,37
22879054649,good,$3.98 ,,3773,2
30694516963,,$6.28 ,,3774,1523
30623236685,good,$3.81 ,,3775,1524
30428287019,good,$3.98 ,,3776,48
30598872411,good,$3.06 ,,3777,20
30656117178,,$10.00 ,,3778,134
7187191926,poor,$2.94 ,,3779,1525
30042247933,,$14.75 ,,3780,20
30699549509,good,$4.46 ,,3781,741
30601436477,good,$4.09 ,,3782,2
7952309667,,$16.98 ,,3783,1526
22572980762,good,$25.00 ,good,3784,1527
15783289978,good,$20.00 ,very good,3785,1528
30703820573,good,$2.99 ,,3786,104
30625425703,good,$22.10 ,,3787,1529
30467049007,very good,$5.06 ,,3788,20
30724401122,good,,,3789,10
30662762559,poor,$6.07 ,,3790,661
30453523512,poor,$3.80 ,,3791,478
30069622902,,$6.29 ,,3792,1050
16371049068,good,$1.00 ,,3793,1530
18442252434,,$5.00 ,,3794,66
30354845000,good,$20.00 ,very good,3795,1531
30712485485,good,$5.67 ,,3796,768
30551328076,good,$3.50 ,,3797,20
30694876057,,$233.19 ,,3798,1532
30620332591,good,$5.49 ,,3799,20
30738144021,very good,$4.50 ,,3800,
693433208,good,$12.50 ,,3801,20
2099463407,,$6.05 ,,3802,1248
30741073485,good,$4.46 ,,3803,79
30740756585,very good,$4.03 ,,3804,1407
30603311193,,$1.03 ,,3805,560
22924518812,good,$8.98 ,,3806,20
30749494556,good,$3.99 ,,3807,68
30268500373,new,$28.59 ,,3808,
16116364089,new,$11.50 ,,3809,
22844629751,,$3.00 ,,3810,589
30300363829,good,$4.19 ,,3811,1533
30732597856,fair,$5.97 ,,3812,1256
428174396,,$24.95 ,,3813,1534
18657093035,very good,$6.00 ,,3814,2
4616688787,good,$1.00 ,,3815,
30735303473,very good,$3.98 ,,3816,306
30745606078,good,$7.05 ,,3817,1535
30273477268,very good,$5.40 ,,3818,1536
30614071022,good,$3.00 ,,3819,249
22850529037,very good,$20.00 ,very good,3820,1008
30608057635,fair,,,3821,1537
30204431768,very good,$6.03 ,,3822,1538
30139084963,good,$3.98 ,,3823,10
49405394,,$12.50 ,,3824,
30137537844,,$8.00 ,,3825,1255
242855194,,$1.50 ,,3826,1539
30372241334,very good,$3.29 ,,3827,1540
22753982091,very good,$5.00 ,,3828,1541
30711828491,,,,3829,1542
30552187663,very good,$3.80 ,,3830,69
30364305215,very good,$12.50 ,,3831,306
30615837958,good,$4.54 ,,3832,10
18232751,,$468.75 ,,3833,1543
30705620976,good,$5.99 ,,3834,668
30613869746,very good,$3.98 ,,3835,1072
30698975264,good,$5.89 ,,3836,1544
30514047024,good,$20.00 ,good,3837,877
3876264613,,$3.50 ,,3838,688
30326214340,new,$10.48 ,,3839,
30733321567,good,$4.00 ,,3840,350
30577529429,good,$5.13 ,,3841,1294
30124097866,new,$42.07 ,,3842,175
30698100957,very good,$4.49 ,,3843,146
30223844066,,$2.00 ,,3844,2
16880343450,good,$1.00 ,good,3845,2
30137497299,,$11.00 ,,3846,1545
30745978346,good,$2.49 ,,3847,182
30699185394,good,$3.94 ,,3848,59
30614818890,very good,$1.99 ,,3849,20
30696944235,good,$7.96 ,,3850,10
30137498216,,$23.00 ,,3851,1546
30203746001,,$43.00 ,,3852,1547
22890297793,good,$6.49 ,,3853,1548
30726161170,good,$10.49 ,,3854,966
16454878546,,$24.00 ,,3855,1489
4448639878,,$17.50 ,,3856,118
22408984325,,$4.00 ,,3857,2
30044252798,new,$3.14 ,,3858,1072
30575311434,good,$4.67 ,,3859,1072
30606068023,good,$2.99 ,,3860,1072
6552240901,,$50.31 ,,3861,1312
30197326909,very good,$7.58 ,,3862,1549
30274588062,new,$23.23 ,,3863,
30210957253,very good,$16.95 ,,3864,1550
22405289521,good,$77.50 ,,3865,1551
30739570340,good,$4.91 ,,3866,365
30179958992,very good,$11.99 ,very good,3867,1552
30581419255,good,$5.95 ,,3868,377
22412093541,very good,$6.49 ,,3869,509
30611851704,very good,$9.75 ,,3870,1553
30686233860,good,$4.46 ,,3871,25
30546277132,good,$6.98 ,,3872,1019
22559208238,,$2.00 ,,3873,1554
30687945235,,,,3874,1072
22585982489,,$15.00 ,good,3875,407
30575422236,good,$6.56 ,,3876,20
30021467103,very good,$6.49 ,,3877,319
30731344976,very good,$4.91 ,,3878,249
30137484009,,$6.00 ,,3879,184
30524584907,good,$7.44 ,,3880,4
18830780879,good,$22.50 ,good,3881,1555
30278632308,new,$10.22 ,,3882,
9548613080,very good,$6.00 ,good,3883,1556
3942794262,,$1.50 ,,3884,1557
30741585998,good,$5.18 ,,3885,1072
1193528826,good,$25.00 ,,3886,1558
22583936579,,$14.95 ,,3887,1559
30081573772,good,$6.27 ,,3888,20
30216823599,very good,$4.00 ,,3889,130
30055807543,new,$16.44 ,,3890,1072
22456542136,,$5.00 ,,3891,66
30738619394,good,$5.36 ,,3892,
30716748812,good,$4.46 ,,3893,741
381789258,,$24.00 ,,3894,582
30587653962,good,$5.25 ,,3895,
30642036455,good,$2.74 ,,3896,489
2702982500,,$3.25 ,,3897,1112
30738347314,good,$4.00 ,,3898,
30708375433,very good,$5.35 ,,3899,377
17398975972,good,$1.28 ,,3900,343
890942888,good,$3.93 ,,3901,635
30740460906,good,,,3902,2
30471205286,good,$26.54 ,,3903,1560
30725518781,very good,$3.99 ,,3904,129
18253522649,good,$18.00 ,,3905,436
94682126,very good,$9.00 ,very good,3906,1561
30408503574,good,$3.84 ,,3907,1072
30335445852,,$3.50 ,,3908,1562
30700260328,good,$1.08 ,,3909,1563
1603583007,very good,$25.00 ,,3910,1564
30082152131,good,$7.46 ,,3911,2
30738976533,good,$6.64 ,,3912,
30740191621,very good,$4.00 ,,3913,
30741069829,very good,$4.19 ,,3914,365
30734707377,new,,,3915,448
30137550193,,$13.00 ,,3916,824
22425729598,good,$6.49 ,,3917,694
30745469574,good,$5.99 ,,3918,1072
30743796323,good,$5.17 ,,3919,249
30698862652,good,$3.98 ,,3920,965
30546640181,very good,$10.21 ,,3921,54
17785004806,,$12.34 ,,3922,1050
30320989634,good,$3.75 ,,3923,185
30226965694,very good,$4.19 ,,3924,445
30737360179,very good,$4.00 ,,3925,
30471151533,very good,$3.80 ,,3926,1072
30699188930,good,$3.94 ,,3927,59
11077503180,very good,$100.00 ,,3928,1565
985236457,very good,$27.50 ,,3929,118
30408368247,,,,3930,1566
30709830780,very good,$12.79 ,very good,3931,604
30330503977,very good,$5.84 ,,3932,144
30739949830,very good,$4.00 ,,3933,
30446992613,,$6.00 ,,3934,662
22487865196,,$2.50 ,,3935,151
30697853517,good,$5.17 ,,3936,301
10345268137,,$7.00 ,good,3937,377
30665812695,,$3.00 ,,3938,2
30266990132,new,$41.37 ,,3939,
30687562914,very good,$6.95 ,,3940,365
30470537670,,$7.85 ,,3941,1567
22525246814,fair,$2.25 ,,3942,182
30033509643,good,$12.00 ,,3943,580
30737413263,good,$5.68 ,,3944,
30658750875,new,$5.99 ,,3945,1568
30719394866,very good,$5.99 ,,3946,536
30733026412,very good,$4.00 ,,3947,
30271425965,new,$43.17 ,,3948,
22743012987,very good,$8.10 ,,3949,96
30359767863,good,$19.95 ,,3950,775
9823256509,,$15.00 ,,3951,225
30706193008,good,$7.47 ,,3952,35
30684481086,,$21.97 ,,3953,
30450466857,good,,,3954,1569
416768812,,,,3955,1570
30611419721,new,$20.93 ,,3956,1571
22848686131,,$27.50 ,,3957,1572
22474863641,,$39.34 ,,3958,1573
30500728975,very good,$3.61 ,,3959,1574
15656482007,,$21.77 ,,3960,1575
30137565671,,$14.00 ,,3961,453
30735158713,good,$7.42 ,,3962,168
30420757474,good,$3.61 ,,3963,79
30698847839,good,$3.80 ,,3964,1072
30195956978,good,$10.57 ,,3965,306
30189039338,,$25.00 ,,3966,436
1945207096,good,$17.89 ,,3967,2
22420058358,,$7.00 ,,3968,1576
22420068816,,$5.00 ,,3969,124
7770530602,very good,$24.00 ,,3970,2
30694788119,good,$8.89 ,,3971,1577
30269257640,new,$24.45 ,,3972,
2638207388,very good,$7.99 ,,3973,2
16934782654,very good,$30.00 ,very good,3974,205
30347698425,very good,$3.98 ,,3975,1244
30280359439,new,$13.43 ,,3976,
30161156743,good,$6.94 ,,3977,1072
30116241594,,$4.20 ,,3978,1336
49589213,,$6.00 ,,3979,2
30697880567,fair,$5.99 ,,3980,691
30622011494,good,$1.98 ,,3981,1578
30361379695,,$9.96 ,,3982,1579
22633590413,very good,$6.49 ,,3983,161
30040431922,good,$6.99 ,,3984,249
30493667047,new,$12.74 ,,3985,306
1472955007,very good,$10.00 ,,3986,1580
22908872392,good,$4.00 ,,3987,144
30243595638,very good,$4.00 ,,3988,25
30282663912,,$4.00 ,,3989,1581
30395410706,,$8.47 ,,3990,1582
535558563,,$9.00 ,,3991,20
20076208644,good,$8.39 ,fair,3992,1583
22395515401,,$1.82 ,,3993,1584
30282662142,good,$18.00 ,,3994,1585
30143472507,good,$8.36 ,,3995,2
30370317074,very good,$4.00 ,,3996,
30551324261,good,$2.99 ,,3997,20
30072916461,good,$12.98 ,,3998,1067
30288841057,good,$3.51 ,,3999,377
30716042789,good,,good,4000,877
760983711,,$11.61 ,,4001,20
30282667909,very good,$4.00 ,,4002,185
30491622149,,$8.99 ,,4003,1489
30575239490,very good,$6.69 ,,4004,1586
30737423372,good,$4.00 ,,4005,
30591670023,,$5.00 ,,4006,20
42478705,good,$8.00 ,,4007,1587
30255855117,good,$19.67 ,,4008,2
30128858842,very good,$4.19 ,,4009,1588
30727507402,poor,$4.19 ,,4010,79
30288221425,,$14.52 ,,4011,
1174641502,very good,$1.00 ,,4012,1589
22487296751,,$30.00 ,,4013,333
22540083916,good,$5.98 ,,4014,20
14777216440,good,$1.00 ,,4015,
14461310230,,$5.24 ,,4016,20
30621350559,,$12.50 ,,4017,374
30613885920,good,$4.49 ,,4018,146
30574896419,very good,$13.43 ,,4019,506
21999721347,very good,$9.90 ,,4020,
30706590179,fair,$6.47 ,,4021,1072
30737655062,good,$4.00 ,,4022,
22928411169,,$4.84 ,,4023,1590
30748274164,good,$4.33 ,,4024,1591
30713005056,good,,,4025,343
30737552204,good,$4.00 ,,4026,
30610783354,new,$18.48 ,,4027,522
30453701206,fair,,,4028,104
30270806563,new,$22.36 ,,4029,
30258951613,good,$7.72 ,,4030,41
30739129531,good,$4.98 ,,4031,476
30699409434,good,$4.32 ,,4032,1592
22665761601,,$14.95 ,,4033,1593
30664638427,new,$12.23 ,,4034,504
30736974615,good,$3.95 ,,4035,1072
30610922128,new,$22.96 ,,4036,199
5560785440,very good,$15.09 ,,4037,1426
30723626049,fair,$5.99 ,,4038,35
30720537423,good,$4.88 ,,4039,1500
30577537892,very good,$4.19 ,,4040,326
22675915100,,$4.70 ,,4041,20
30181726265,good,$4.38 ,,4042,79
30697450524,good,$6.41 ,,4043,1320
696365455,very good,$5.00 ,,4044,1072
12526351453,very good,$9.72 ,,4045,1594
22926182457,,$13.50 ,,4046,1595
30724520017,good,$4.17 ,,4047,1437
30712343029,good,$3.00 ,,4048,306
30310719764,good,$3.50 ,,4049,20
